"image_model","oddball","target_loc","ms_stim","synth_num","crop_x","crop_y","crop_x_2","crop_y_2","subj","session","test_location","rand_seed","trial","response","rt","eye_valid","prop_eye_valid","correct","image_code","image_name","presentation_cond","subj_display"
"powerspec","synth",2,2000,5,1,14,129,102,"CF",4,"cin",210815.9669,47,"1",2.48907790999874,NA,NA,0,"Gravel0097_1_S","Gravel","Inspection","CF"
"conv5","original",1,2000,5,120,1,128,129,"CF",4,"cin",210815.9669,48,"1",2.57509126999867,NA,NA,1,"Carpet0047_1_S","Carpet","Inspection","CF"
"PS","original",2,2000,5,124,1,86,129,"CF",4,"cin",210815.9669,49,"2",2.40183300499848,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","CF"
"PS","original",2,2000,4,1,116,129,71,"CF",4,"cin",210815.9669,50,"2",2.46207065999624,NA,NA,1,"Crackles0004_1_S","Cracks","Inspection","CF"
"PS","synth",2,2000,5,78,1,82,129,"CF",4,"cin",210815.9669,51,"2",2.44592668499899,NA,NA,1,"Scrapyard0033_1_S","Scrap","Inspection","CF"
"powerspec","original",1,2000,5,95,1,102,129,"CF",4,"cin",210815.9669,52,"1",2.47503933999906,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","CF"
"powerspec","synth",2,2000,4,115,1,11,129,"CF",4,"cin",210815.9669,53,"2",2.56024846999935,NA,NA,1,"GrassDead0131_1_S","Grass","Inspection","CF"
"powerspec","original",1,2000,8,49,1,83,129,"CF",4,"cin",210815.9669,54,"1",2.45065599499867,NA,NA,1,"PaperCrumpled0004_1_S","Paper","Inspection","CF"
"PS","synth",3,2000,2,61,1,109,129,"CF",4,"cin",210815.9669,55,"3",2.5404932249985,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","CF"
"PS","original",1,2000,1,112,1,123,129,"CF",4,"cin",210815.9669,56,"1",2.36485232999985,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Inspection","CF"
"powerspec","original",1,2000,3,1,20,129,76,"CF",4,"cin",210815.9669,57,"2",2.33209557499868,NA,NA,0,"Crackles0004_1_S","Cracks","Inspection","CF"
"PS","synth",2,2000,5,1,58,129,44,"CF",4,"cin",210815.9669,58,"2",2.44439049499852,NA,NA,1,"Gravel0097_1_S","Gravel","Inspection","CF"
"PS","original",3,2000,7,70,1,120,129,"CF",4,"cin",210815.9669,59,"2",2.41482517999975,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Inspection","CF"
"PS","synth",1,2000,3,1,102,129,14,"CF",4,"cin",210815.9669,60,"1",2.48295575500015,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Inspection","CF"
"powerspec","synth",3,2000,5,1,64,129,73,"CF",4,"cin",210815.9669,61,"1",2.70678406500156,NA,NA,0,"MetalFloorsBare0024_1_S","Metal","Inspection","CF"
"PS","original",1,2000,3,1,78,129,118,"CF",4,"cin",210815.9669,62,"1",2.48882774999947,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","CF"
"PS","original",1,2000,7,71,1,94,129,"CF",4,"cin",210815.9669,63,"2",2.37712711000131,NA,NA,0,"Carpet0047_1_S","Carpet","Inspection","CF"
"PS","original",1,2000,1,106,1,77,129,"CF",4,"cin",210815.9669,64,"1",2.44913815499967,NA,NA,1,"Gravel0097_1_S","Gravel","Inspection","CF"
"PS","synth",1,2000,9,1,78,129,128,"CF",4,"cin",210815.9669,65,"1",2.39915438499884,NA,NA,1,"BrickRound0043_1_S","Bricks","Inspection","CF"
"PS","original",2,2000,2,123,1,30,129,"CF",4,"cin",210815.9669,66,"2",2.360891979999,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","CF"
"conv5","original",2,2000,5,1,40,129,108,"CF",4,"cin",210815.9669,67,"2",2.51505481999993,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Inspection","CF"
"PS","original",2,2000,9,118,1,77,129,"CF",4,"cin",210815.9669,68,"2",2.53332524500001,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","CF"
"PS","synth",2,2000,10,127,1,98,129,"CF",4,"cin",210815.9669,69,"2",2.43912944499607,NA,NA,1,"Carpet0047_1_S","Carpet","Inspection","CF"
"conv5","original",3,2000,3,78,1,41,129,"CF",4,"cin",210815.9669,70,"2",2.59091265000097,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Inspection","CF"
"conv5","synth",1,2000,8,1,117,129,56,"CF",4,"cin",210815.9669,71,"2",2.47869098999945,NA,NA,0,"BrickRound0043_1_S","Bricks","Inspection","CF"
"PS","original",3,2000,7,1,44,129,22,"CF",4,"cin",210815.9669,72,"3",2.34628983999937,NA,NA,1,"Vegetables0024_1_S","Beans","Inspection","CF"
"PS","original",3,2000,10,1,72,129,11,"CF",4,"cin",210815.9669,73,"3",2.4483894149962,NA,NA,1,"Gravel0097_1_S","Gravel","Inspection","CF"
"PS","synth",1,2000,5,1,117,129,103,"CF",4,"cin",210815.9669,74,"1",2.41411034999692,NA,NA,1,"Scrapyard0033_1_S","Scrap","Inspection","CF"
"PS","synth",3,2000,8,1,72,129,14,"CF",4,"cin",210815.9669,75,"3",2.39323596999748,NA,NA,1,"BrickRound0043_1_S","Bricks","Inspection","CF"
"powerspec","synth",3,2000,9,75,1,68,129,"CF",4,"cin",210815.9669,76,"3",2.4393105449999,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","CF"
"powerspec","synth",1,2000,2,1,95,129,66,"CF",4,"cin",210815.9669,77,"2",2.70982983499925,NA,NA,0,"RooftilesCeramic0037_1_S","Tiles","Inspection","CF"
"PS","original",3,2000,6,74,1,120,129,"CF",4,"cin",210815.9669,78,"3",2.43246921500031,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Inspection","CF"
"powerspec","original",1,2000,9,1,122,129,108,"CF",4,"cin",210815.9669,79,"1",2.55882560499958,NA,NA,1,"GrassDead0131_1_S","Grass","Inspection","CF"
"conv5","original",2,2000,2,1,47,129,63,"CF",4,"cin",210815.9669,80,"2",2.62696923000112,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","CF"
"powerspec","original",2,2000,5,1,121,129,72,"CF",4,"cin",210815.9669,81,"1",2.47518389999823,NA,NA,0,"Vegetables0024_1_S","Beans","Inspection","CF"
"PS","synth",3,2000,2,24,1,25,129,"CF",4,"cin",210815.9669,82,"3",2.32227449999846,NA,NA,1,"Crackles0004_1_S","Cracks","Inspection","CF"
"powerspec","synth",3,2000,2,1,41,129,66,"CF",4,"cin",210815.9669,83,"3",2.54515427499791,NA,NA,1,"Gravel0097_1_S","Gravel","Inspection","CF"
"conv5","original",2,2000,8,106,1,69,129,"CF",4,"cin",210815.9669,84,"2",2.45894690999921,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","CF"
"powerspec","original",3,2000,1,1,49,129,102,"CF",4,"cin",210815.9669,85,"1",2.58722056999977,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Inspection","CF"
"conv5","original",1,2000,9,110,1,28,129,"CF",4,"cin",210815.9669,86,"1",2.58923397499893,NA,NA,1,"Vegetables0024_1_S","Beans","Inspection","CF"
"PS","original",3,2000,2,24,1,122,129,"CF",4,"cin",210815.9669,87,"3",2.37648521500159,NA,NA,1,"GrassDead0131_1_S","Grass","Inspection","CF"
"conv5","original",1,2000,7,91,1,19,129,"CF",4,"cin",210815.9669,88,"1",2.32023815499633,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","CF"
"PS","synth",2,2000,7,1,3,129,128,"CF",4,"cin",210815.9669,89,"2",2.20285379999768,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","CF"
"PS","original",3,2000,2,1,23,129,9,"CF",4,"cin",210815.9669,90,"2",2.43584367999938,NA,NA,0,"RooftilesCeramic0037_1_S","Tiles","Inspection","CF"
"powerspec","synth",3,2000,3,38,1,23,129,"CF",4,"cin",210815.9669,91,"3",2.86983447500097,NA,NA,1,"Scrapyard0033_1_S","Scrap","Inspection","CF"
"conv5","synth",1,2000,4,1,31,129,95,"CF",4,"cin",210815.9669,92,"2",2.57006637999802,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Inspection","CF"
"conv5","original",1,2000,3,120,1,8,129,"CF",4,"cin",210815.9669,93,"3",2.65090082499955,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Inspection","CF"
"conv5","synth",3,2000,6,1,17,129,86,"CF",4,"cin",210815.9669,94,"3",2.41025740999612,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","CF"
"PS","original",2,2000,5,1,27,129,82,"CF",4,"cin",210815.9669,95,"2",2.38115448499957,NA,NA,1,"Gravel0097_1_S","Gravel","Inspection","CF"
"PS","synth",2,2000,2,107,1,28,129,"CF",4,"cin",210815.9669,96,"2",2.41955230000167,NA,NA,1,"Scrapyard0033_1_S","Scrap","Inspection","CF"
"PS","synth",3,2000,4,1,6,129,89,"CF",4,"cin",210815.9669,97,"3",2.83976276499743,NA,NA,1,"Crackles0004_1_S","Cracks","Inspection","CF"
"conv5","original",2,2000,1,1,76,129,60,"CF",4,"cin",210815.9669,98,"2",2.59455304499716,NA,NA,1,"Gravel0097_1_S","Gravel","Inspection","CF"
"PS","synth",1,2000,5,91,1,79,129,"CF",4,"cin",210815.9669,99,"1",2.42173393000121,NA,NA,1,"Carpet0047_1_S","Carpet","Inspection","CF"
"conv5","synth",2,2000,5,9,1,33,129,"CF",4,"cin",210815.9669,100,"2",2.41954995999913,NA,NA,1,"GrassDead0131_1_S","Grass","Inspection","CF"
"PS","original",1,2000,3,1,7,129,124,"CF",4,"cin",210815.9669,101,"1",2.36981401499725,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","CF"
"conv5","original",1,2000,7,55,1,123,129,"CF",4,"cin",210815.9669,102,"1",2.29017105499952,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","CF"
"PS","synth",2,2000,7,1,45,129,97,"CF",4,"cin",210815.9669,103,"2",2.3263677449977,NA,NA,1,"Vegetables0024_1_S","Beans","Inspection","CF"
"conv5","synth",1,2000,2,85,1,79,129,"CF",4,"cin",210815.9669,104,"2",2.35648552500061,NA,NA,0,"BrickRound0043_1_S","Bricks","Inspection","CF"
"conv5","original",2,2000,2,115,1,41,129,"CF",4,"cin",210815.9669,105,"2",2.36436973499804,NA,NA,1,"PaperCrumpled0004_1_S","Paper","Inspection","CF"
"PS","synth",3,2000,10,51,1,13,129,"CF",4,"cin",210815.9669,106,"3",2.28528949999964,NA,NA,1,"Vegetables0024_1_S","Beans","Inspection","CF"
"powerspec","original",1,2000,1,1,89,129,35,"CF",4,"cin",210815.9669,107,"3",2.31488523499866,NA,NA,0,"Gravel0097_1_S","Gravel","Inspection","CF"
"PS","original",3,2000,6,37,1,125,129,"CF",4,"cin",210815.9669,108,"3",2.37474513999769,NA,NA,1,"BrickRound0043_1_S","Bricks","Inspection","CF"
"PS","original",3,2000,6,8,1,39,129,"CF",4,"cin",210815.9669,109,"3",2.32889638499546,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","CF"
"powerspec","original",1,2000,6,93,1,120,129,"CF",4,"cin",210815.9669,110,"2",2.46737575999941,NA,NA,0,"Crackles0004_1_S","Cracks","Inspection","CF"
"PS","original",1,2000,7,1,37,129,4,"CF",4,"cin",210815.9669,111,"1",2.48173155499899,NA,NA,1,"Scrapyard0033_1_S","Scrap","Inspection","CF"
"conv5","synth",3,2000,8,1,75,129,24,"CF",4,"cin",210815.9669,112,"2",2.38095430500107,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Inspection","CF"
"conv5","original",3,2000,9,1,33,129,4,"CF",4,"cin",210815.9669,113,"1",2.3740342999954,NA,NA,0,"BrickRound0043_1_S","Bricks","Inspection","CF"
"PS","synth",1,2000,2,86,1,23,129,"CF",4,"cin",210815.9669,114,"2",2.49572514999818,NA,NA,0,"Crackles0004_1_S","Cracks","Inspection","CF"
"powerspec","synth",3,2000,9,24,1,58,129,"CF",4,"cin",210815.9669,115,"1",2.35210907499641,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Inspection","CF"
"conv5","original",2,2000,10,1,97,129,35,"CF",4,"cin",210815.9669,116,"3",2.65058277499702,NA,NA,0,"Scrapyard0033_1_S","Scrap","Inspection","CF"
"conv5","synth",3,2000,3,1,71,129,121,"CF",4,"cin",210815.9669,117,"3",2.36349877499742,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Inspection","CF"
"powerspec","synth",2,2000,4,96,1,94,129,"CF",4,"cin",210815.9669,118,"1",2.47733590999997,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Inspection","CF"
"conv5","original",3,2000,8,6,1,59,129,"CF",4,"cin",210815.9669,119,"3",2.29798398500134,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","CF"
"PS","synth",3,2000,9,1,128,129,81,"CF",4,"cin",210815.9669,120,"3",2.46013876999859,NA,NA,1,"Carpet0047_1_S","Carpet","Inspection","CF"
"conv5","synth",2,2000,1,9,1,57,129,"CF",4,"cin",210815.9669,121,"1",2.44341410500056,NA,NA,0,"Scrapyard0033_1_S","Scrap","Inspection","CF"
"PS","synth",2,2000,8,9,1,120,129,"CF",4,"cin",210815.9669,122,"2",2.4568374599985,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","CF"
"powerspec","synth",1,2000,4,1,36,129,60,"CF",4,"cin",210815.9669,123,"2",2.3861019649994,NA,NA,0,"BrickRound0043_1_S","Bricks","Inspection","CF"
"PS","original",2,2000,9,79,1,6,129,"CF",4,"cin",210815.9669,124,"3",2.3213576249982,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Inspection","CF"
"PS","original",1,2000,10,36,1,12,129,"CF",4,"cin",210815.9669,125,"1",2.41820436999842,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Inspection","CF"
"powerspec","synth",1,2000,3,1,70,129,69,"CF",4,"cin",210815.9669,126,"1",2.45651958999588,NA,NA,1,"BrickRound0043_1_S","Bricks","Inspection","CF"
"conv5","synth",2,2000,6,60,1,105,129,"CF",4,"cin",210815.9669,127,"2",2.43615803999637,NA,NA,1,"GrassDead0131_1_S","Grass","Inspection","CF"
"PS","original",3,2000,3,1,19,129,14,"CF",4,"cin",210815.9669,128,"3",2.43183778000093,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","CF"
"conv5","synth",1,2000,9,128,1,50,129,"CF",4,"cin",210815.9669,129,"1",2.38746287999675,NA,NA,1,"BrickRound0043_1_S","Bricks","Inspection","CF"
"powerspec","original",2,2000,10,1,72,129,30,"CF",4,"cin",210815.9669,130,"1",2.56687717499881,NA,NA,0,"Scrapyard0033_1_S","Scrap","Inspection","CF"
"conv5","original",3,2000,10,1,47,129,50,"CF",4,"cin",210815.9669,131,"3",2.47301329000038,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Inspection","CF"
"conv5","synth",3,2000,5,45,1,78,129,"CF",4,"cin",210815.9669,132,"3",2.35925198999757,NA,NA,1,"Carpet0047_1_S","Carpet","Inspection","CF"
"PS","synth",2,2000,6,44,1,116,129,"CF",4,"cin",210815.9669,133,"2",2.41606895999939,NA,NA,1,"Vegetables0024_1_S","Beans","Inspection","CF"
"conv5","synth",3,2000,1,1,80,129,43,"CF",4,"cin",210815.9669,134,"3",2.4612693199997,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Inspection","CF"
"powerspec","original",3,2000,4,1,42,129,52,"CF",4,"cin",210815.9669,135,"2",2.41691072499816,NA,NA,0,"GrassDead0131_1_S","Grass","Inspection","CF"
"powerspec","synth",3,2000,6,1,61,129,93,"CF",4,"cin",210815.9669,136,"3",2.64990947000115,NA,NA,1,"Scrapyard0033_1_S","Scrap","Inspection","CF"
"powerspec","original",3,2000,1,54,1,104,129,"CF",4,"cin",210815.9669,137,"2",2.50707793499896,NA,NA,0,"RooftilesCeramic0037_1_S","Tiles","Inspection","CF"
"powerspec","original",1,2000,7,1,114,129,53,"CF",4,"cin",210815.9669,138,"1",2.45383660999869,NA,NA,1,"Gravel0097_1_S","Gravel","Inspection","CF"
"conv5","synth",2,2000,5,1,61,129,116,"CF",4,"cin",210815.9669,139,"2",2.39273153500108,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","CF"
"powerspec","original",2,2000,10,91,1,90,129,"CF",4,"cin",210815.9669,140,"1",2.32459758500045,NA,NA,0,"BrickRound0043_1_S","Bricks","Inspection","CF"
"powerspec","synth",3,2000,4,1,83,129,79,"CF",4,"cin",210815.9669,141,"3",2.45143035999718,NA,NA,1,"Scrapyard0033_1_S","Scrap","Inspection","CF"
"PS","synth",2,2000,8,45,1,111,129,"CF",4,"cin",210815.9669,142,"3",2.38818346999687,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Inspection","CF"
"PS","original",1,2000,5,11,1,24,129,"CF",4,"cin",210815.9669,143,"1",2.35959519999597,NA,NA,1,"GrassDead0131_1_S","Grass","Inspection","CF"
"PS","original",1,2000,3,27,1,20,129,"CF",4,"cin",210815.9669,144,"2",2.49907806499687,NA,NA,0,"Crackles0004_1_S","Cracks","Inspection","CF"
"PS","synth",3,2000,2,93,1,85,129,"CF",4,"cin",210815.9669,145,"3",2.36038560999805,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Inspection","CF"
"powerspec","synth",3,2000,7,1,53,129,29,"CF",4,"cin",210815.9669,146,"3",2.53427079999892,NA,NA,1,"GrassDead0131_1_S","Grass","Inspection","CF"
"conv5","original",2,2000,10,1,9,129,114,"CF",4,"cin",210815.9669,147,"2",2.59398867500204,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Inspection","CF"
"PS","synth",2,2000,1,35,1,90,129,"CF",4,"cin",210815.9669,148,"2",2.41495265499907,NA,NA,1,"Gravel0097_1_S","Gravel","Inspection","CF"
"powerspec","synth",1,2000,8,1,94,129,9,"CF",4,"cin",210815.9669,149,"1",2.58849394999925,NA,NA,1,"Crackles0004_1_S","Cracks","Inspection","CF"
"conv5","synth",3,2000,8,1,4,129,76,"CF",4,"cin",210815.9669,150,"3",2.4153435799999,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Inspection","CF"
"PS","original",2,2000,6,1,126,129,3,"CF",4,"cin",210815.9669,151,"3",2.34633602499889,NA,NA,0,"Gravel0097_1_S","Gravel","Inspection","CF"
"PS","original",2,2000,4,18,1,104,129,"CF",4,"cin",210815.9669,152,"2",2.41041242999927,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","CF"
"conv5","original",2,2000,10,1,30,129,42,"CF",4,"cin",210815.9669,153,"2",2.36893613999928,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Inspection","CF"
"powerspec","original",1,2000,4,1,33,129,43,"CF",4,"cin",210815.9669,154,"2",2.35333499499757,NA,NA,0,"GrassDead0131_1_S","Grass","Inspection","CF"
"PS","synth",1,2000,10,1,61,129,95,"CF",4,"cin",210815.9669,155,"1",2.31008288499652,NA,NA,1,"Carpet0047_1_S","Carpet","Inspection","CF"
"PS","synth",2,2000,6,22,1,117,129,"CF",4,"cin",210815.9669,156,"2",2.39476561500123,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Inspection","CF"
"powerspec","synth",2,2000,6,71,1,41,129,"CF",4,"cin",210815.9669,157,"2",2.44582440000158,NA,NA,1,"Vegetables0024_1_S","Beans","Inspection","CF"
"PS","synth",1,2000,10,1,103,129,7,"CF",4,"cin",210815.9669,158,"2",2.40978456499579,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Inspection","CF"
"conv5","original",3,2000,2,113,1,85,129,"CF",4,"cin",210815.9669,159,"1",2.45600443999865,NA,NA,0,"BrickRound0043_1_S","Bricks","Inspection","CF"
"powerspec","original",3,2000,7,88,1,104,129,"CF",4,"cin",210815.9669,160,"1",2.53827402499883,NA,NA,0,"Scrapyard0033_1_S","Scrap","Inspection","CF"
"conv5","original",2,2000,1,1,15,129,52,"CF",4,"cin",210815.9669,161,"3",2.31603474000076,NA,NA,0,"Gravel0097_1_S","Gravel","Inspection","CF"
"PS","synth",2,2000,1,1,20,129,127,"CF",4,"cin",210815.9669,162,"1",2.53430699999808,NA,NA,0,"Carpet0047_1_S","Carpet","Inspection","CF"
"conv5","synth",2,2000,10,1,100,129,36,"CF",4,"cin",210815.9669,163,"2",2.32102442999894,NA,NA,1,"PaperCrumpled0004_1_S","Paper","Inspection","CF"
"PS","synth",3,2000,4,1,83,129,36,"CF",4,"cin",210815.9669,164,"3",2.47940688999734,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","CF"
"powerspec","synth",2,2000,7,20,1,18,129,"CF",4,"cin",210815.9669,165,"1",2.40554061499643,NA,NA,0,"Scrapyard0033_1_S","Scrap","Inspection","CF"
"powerspec","original",2,2000,7,22,1,80,129,"CF",4,"cin",210815.9669,166,"1",2.46449146999657,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Inspection","CF"
"PS","synth",2,2000,6,106,1,126,129,"CF",4,"cin",210815.9669,167,"2",2.4068753199972,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Inspection","CF"
"powerspec","original",1,2000,10,1,1,129,37,"CF",4,"cin",210815.9669,168,"1",2.36653053500049,NA,NA,1,"Vegetables0024_1_S","Beans","Inspection","CF"
"PS","original",2,2000,7,1,68,129,107,"CF",4,"cin",210815.9669,169,"2",2.42284371999995,NA,NA,1,"BrickRound0043_1_S","Bricks","Inspection","CF"
"PS","original",3,2000,9,1,111,129,75,"CF",4,"cin",210815.9669,170,"3",2.34090153500074,NA,NA,1,"PaperCrumpled0004_1_S","Paper","Inspection","CF"
"conv5","synth",1,2000,5,1,20,129,96,"CF",4,"cin",210815.9669,171,"1",2.42516440500185,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","CF"
"conv5","synth",2,2000,6,1,44,129,27,"CF",4,"cin",210815.9669,172,"2",2.58763486499811,NA,NA,1,"Scrapyard0033_1_S","Scrap","Inspection","CF"
"conv5","synth",3,2000,4,47,1,111,129,"CF",4,"cin",210815.9669,173,"2",2.44304809000096,NA,NA,0,"BrickRound0043_1_S","Bricks","Inspection","CF"
"conv5","original",1,2000,6,1,77,129,69,"CF",4,"cin",210815.9669,174,"3",2.48400299499917,NA,NA,0,"Crackles0004_1_S","Cracks","Inspection","CF"
"PS","synth",2,2000,8,34,1,19,129,"CF",4,"cin",210815.9669,175,"2",2.90902662499866,NA,NA,1,"Gravel0097_1_S","Gravel","Inspection","CF"
"powerspec","synth",2,2000,6,119,1,117,129,"CF",4,"cin",210815.9669,176,"3",2.26828206500068,NA,NA,0,"Scrapyard0033_1_S","Scrap","Inspection","CF"
"powerspec","synth",3,2000,5,1,68,129,58,"CF",4,"cin",210815.9669,177,"2",2.43703533499865,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Inspection","CF"
"PS","original",3,2000,10,33,1,10,129,"CF",4,"cin",210815.9669,178,"3",2.34287725499962,NA,NA,1,"Vegetables0024_1_S","Beans","Inspection","CF"
"powerspec","synth",2,2000,2,1,119,129,95,"CF",4,"cin",210815.9669,179,"2",2.3812756849984,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Inspection","CF"
"powerspec","synth",1,2000,7,1,83,129,105,"CF",4,"cin",210815.9669,180,"1",2.35697285999777,NA,NA,1,"Crackles0004_1_S","Cracks","Inspection","CF"
"PS","original",1,2000,3,29,1,93,129,"CF",4,"cin",210815.9669,181,"1",2.33075176000057,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","CF"
"conv5","original",2,2000,7,57,1,16,129,"CF",4,"cin",210815.9669,182,"2",2.31588561999888,NA,NA,1,"GrassDead0131_1_S","Grass","Inspection","CF"
"powerspec","original",1,2000,10,28,1,84,129,"CF",4,"cin",210815.9669,183,"1",2.31356311999843,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","CF"
"PS","synth",1,2000,8,112,1,93,129,"CF",4,"cin",210815.9669,184,"1",2.32739466999919,NA,NA,1,"Scrapyard0033_1_S","Scrap","Inspection","CF"
"powerspec","synth",1,2000,6,1,36,129,14,"CF",4,"cin",210815.9669,185,"1",2.47474146999593,NA,NA,1,"Carpet0047_1_S","Carpet","Inspection","CF"
"conv5","synth",2,2000,9,1,5,129,63,"CF",4,"cin",210815.9669,186,"2",2.46058180000182,NA,NA,1,"GrassDead0131_1_S","Grass","Inspection","CF"
"PS","synth",2,2000,3,69,1,88,129,"CF",4,"cin",210815.9669,187,"2",2.32678248999946,NA,NA,1,"Vegetables0024_1_S","Beans","Inspection","CF"
"PS","original",3,2000,10,1,97,129,128,"CF",4,"cin",210815.9669,188,"1",2.2912431650002,NA,NA,0,"BrickRound0043_1_S","Bricks","Inspection","CF"
"conv5","original",2,2000,1,69,1,27,129,"CF",4,"cin",210815.9669,189,"2",2.30685896499926,NA,NA,1,"Scrapyard0033_1_S","Scrap","Inspection","CF"
"PS","original",1,2000,8,1,51,129,108,"CF",4,"cin",210815.9669,190,"1",2.34859116999723,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Inspection","CF"
"conv5","synth",1,2000,1,1,125,129,9,"CF",4,"cin",210815.9669,191,"2",2.40844934999768,NA,NA,0,"Gravel0097_1_S","Gravel","Inspection","CF"
"powerspec","synth",1,2000,6,1,123,129,105,"CF",4,"cin",210815.9669,192,"1",2.42335890499817,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","CF"
"PS","original",1,2000,3,1,74,129,95,"CF",4,"cin",210815.9669,193,"1",2.30806981999922,NA,NA,1,"GrassDead0131_1_S","Grass","Inspection","CF"
"powerspec","synth",1,2000,1,4,1,87,129,"CF",4,"cin",210815.9669,194,"3",2.2734013349982,NA,NA,0,"BrickRound0043_1_S","Bricks","Inspection","CF"
"conv5","original",3,2000,4,89,1,126,129,"CF",4,"cin",210815.9669,195,"1",2.32545939999909,NA,NA,0,"Carpet0047_1_S","Carpet","Inspection","CF"
"powerspec","original",3,2000,1,3,1,7,129,"CF",4,"cin",210815.9669,196,"1",2.47599992999676,NA,NA,0,"Vegetables0024_1_S","Beans","Inspection","CF"
"conv5","original",2,2000,1,12,1,9,129,"CF",4,"cin",210815.9669,197,"2",2.35951976499928,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Inspection","CF"
"PS","synth",3,2000,9,1,118,129,76,"CF",4,"cin",210815.9669,198,"1",2.29453662000014,NA,NA,0,"Gravel0097_1_S","Gravel","Inspection","CF"
"PS","original",1,2000,4,38,1,55,129,"CF",4,"cin",210815.9669,199,"1",2.422179985002,NA,NA,1,"GrassDead0131_1_S","Grass","Inspection","CF"
"conv5","original",3,2000,1,1,31,129,22,"CF",4,"cin",210815.9669,200,"1",2.33483144999991,NA,NA,0,"Vegetables0024_1_S","Beans","Inspection","CF"
"PS","synth",2,2000,4,79,1,91,129,"CF",4,"cin",210815.9669,201,"2",2.36264135499732,NA,NA,1,"Scrapyard0033_1_S","Scrap","Inspection","CF"
