"subj","image_model","oddball","target_loc","ms_stim","synth_num","crop_x","crop_y","crop_x_2","crop_y_2","session","test_location","rand_seed","trial","response","rt","eye_valid","prop_eye_valid","correct","image_code","image_name","presentation_cond","subj_display","sex","age","first.pres_time"
"S1","conv2",0,1,200,1,1,21,129,29,2,"cin",211785.0729,111,"2",0.761808199999905,NA,NA,0,"Scrapyard0033_1_S","Scrap","Parafoveal","Naive","f",26,2000
"S1","conv1",1,3,200,9,95,1,113,129,2,"cin",211785.0729,112,"2",0.697007334999398,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Parafoveal","Naive","f",26,2000
"S1","conv2",1,1,200,9,65,1,95,129,2,"cin",211785.0729,113,"1",0.70107551000001,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Parafoveal","Naive","f",26,2000
"S1","conv1",0,1,200,7,1,122,129,83,2,"cin",211785.0729,114,"1",0.583832305000215,NA,NA,1,"Vegetables0024_1_S","Beans","Parafoveal","Naive","f",26,2000
"S1","conv5",1,1,200,10,121,1,11,129,2,"cin",211785.0729,115,"1",0.578070759999719,NA,NA,1,"Carpet0047_1_S","Carpet","Parafoveal","Naive","f",26,2000
"S1","conv1",0,2,200,10,1,123,129,24,2,"cin",211785.0729,116,"2",0.644718749999811,NA,NA,1,"GrassDead0131_1_S","Grass","Parafoveal","Naive","f",26,2000
"S1","conv3",0,1,200,2,1,97,129,21,2,"cin",211785.0729,117,"2",0.561130669999329,NA,NA,0,"RooftilesCeramic0037_1_S","Tiles","Parafoveal","Naive","f",26,2000
"S1","conv1",1,1,200,7,1,50,129,76,2,"cin",211785.0729,118,"1",0.5769436949995,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Parafoveal","Naive","f",26,2000
"S1","conv2",1,2,200,4,44,1,42,129,2,"cin",211785.0729,119,"1",0.84001999999964,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Parafoveal","Naive","f",26,2000
"S1","conv3",0,2,200,10,110,1,18,129,2,"cin",211785.0729,120,"1",0.755587504999312,NA,NA,0,"Scrapyard0033_1_S","Scrap","Parafoveal","Naive","f",26,2000
"S1","conv1",1,3,200,9,1,7,129,128,2,"cin",211785.0729,121,"2",0.729824549999648,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Parafoveal","Naive","f",26,2000
"S1","conv2",0,1,200,5,2,1,8,129,2,"cin",211785.0729,122,"2",1.06920139999966,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Parafoveal","Naive","f",26,2000
"S1","conv5",1,3,200,4,1,97,129,9,2,"cin",211785.0729,123,"1",0.770407399999385,NA,NA,0,"FoodVarious0001_1_S","Candy","Parafoveal","Naive","f",26,2000
"S1","conv2",0,3,200,5,18,1,119,129,2,"cin",211785.0729,124,"1",0.558740469999066,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Parafoveal","Naive","f",26,2000
"S1","conv4",0,3,200,8,1,82,129,71,2,"cin",211785.0729,125,"1",0.669121484999778,NA,NA,0,"Gravel0097_1_S","Gravel","Parafoveal","Naive","f",26,2000
"S1","conv2",0,1,200,10,23,1,77,129,2,"cin",211785.0729,126,"1",0.588436279999769,NA,NA,1,"Scrapyard0033_1_S","Scrap","Parafoveal","Naive","f",26,2000
"S1","conv5",1,3,200,2,1,54,129,43,2,"cin",211785.0729,127,"1",0.658013014999597,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Parafoveal","Naive","f",26,2000
"S1","conv3",1,2,200,3,9,1,117,129,2,"cin",211785.0729,128,"1",0.618490459999521,NA,NA,0,"Gravel0097_1_S","Gravel","Parafoveal","Naive","f",26,2000
"S1","conv1",0,2,200,8,1,39,129,67,2,"cin",211785.0729,129,"2",0.538775920000262,NA,NA,1,"GrassDead0131_1_S","Grass","Parafoveal","Naive","f",26,2000
"S1","conv3",1,2,200,1,1,76,129,20,2,"cin",211785.0729,130,"2",0.518614314999468,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Parafoveal","Naive","f",26,2000
"S1","conv3",0,2,200,2,128,1,120,129,2,"cin",211785.0729,131,"1",0.536942519999684,NA,NA,0,"BrickRound0043_1_S","Bricks","Parafoveal","Naive","f",26,2000
"S1","conv3",1,3,200,2,56,1,11,129,2,"cin",211785.0729,132,"1",1.0264196399994,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Parafoveal","Naive","f",26,2000
"S1","conv5",1,2,200,9,1,100,129,6,2,"cin",211785.0729,133,"3",0.736020159999498,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Parafoveal","Naive","f",26,2000
"S1","conv3",1,2,200,3,1,105,129,2,2,"cin",211785.0729,134,"2",0.750832849999824,NA,NA,1,"Crackles0004_1_S","Cracks","Parafoveal","Naive","f",26,2000
"S1","conv4",1,1,200,7,1,1,96,129,2,"cin",211785.0729,135,"1",0.5944424599993,NA,NA,1,"GrassDead0131_1_S","Grass","Parafoveal","Naive","f",26,2000
"S1","conv5",0,3,200,4,5,1,111,129,2,"cin",211785.0729,136,"1",0.767820519999987,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Parafoveal","Naive","f",26,2000
"S1","conv1",1,1,200,8,1,78,129,117,2,"cin",211785.0729,137,"1",0.717178614999284,NA,NA,1,"Gravel0097_1_S","Gravel","Parafoveal","Naive","f",26,2000
"S1","PS",1,1,200,4,1,126,129,122,2,"cin",211785.0729,138,"1",0.614622914999927,NA,NA,1,"Crackles0004_1_S","Cracks","Parafoveal","Naive","f",26,2000
"S1","conv3",0,3,200,5,1,114,129,53,2,"cin",211785.0729,139,"1",0.802896659999533,NA,NA,0,"MetalFloorsBare0024_1_S","Metal","Parafoveal","Naive","f",26,2000
"S1","conv4",0,2,200,9,80,1,16,129,2,"cin",211785.0729,140,"2",0.760945654998977,NA,NA,1,"Scrapyard0033_1_S","Scrap","Parafoveal","Naive","f",26,2000
"S1","conv1",1,3,200,6,55,1,58,129,2,"cin",211785.0729,141,"3",0.808521944999484,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Parafoveal","Naive","f",26,2000
"S1","conv3",0,1,200,1,1,123,129,16,2,"cin",211785.0729,142,"1",0.623344934999295,NA,NA,1,"Gravel0097_1_S","Gravel","Parafoveal","Naive","f",26,2000
"S1","conv2",0,1,200,4,9,1,2,129,2,"cin",211785.0729,143,"1",0.719663934999517,NA,NA,1,"Vegetables0024_1_S","Beans","Parafoveal","Naive","f",26,2000
"S1","conv4",1,3,200,9,1,73,129,21,2,"cin",211785.0729,144,"1",0.767782709999665,NA,NA,0,"FoodVarious0001_1_S","Candy","Parafoveal","Naive","f",26,2000
"S1","conv3",1,1,200,2,124,1,99,129,2,"cin",211785.0729,145,"1",0.735118729999158,NA,NA,1,"Crackles0004_1_S","Cracks","Parafoveal","Naive","f",26,2000
"S1","conv3",1,1,200,1,1,27,129,47,2,"cin",211785.0729,146,"1",0.525392069999725,NA,NA,1,"Vegetables0024_1_S","Beans","Parafoveal","Naive","f",26,2000
"S1","conv2",0,1,200,9,34,1,71,129,2,"cin",211785.0729,147,"2",0.792637554999601,NA,NA,0,"FoodVarious0001_1_S","Candy","Parafoveal","Naive","f",26,2000
"S1","conv3",1,2,200,6,1,127,129,39,2,"cin",211785.0729,148,"3",0.889278104999903,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Parafoveal","Naive","f",26,2000
"S1","conv1",1,1,200,1,1,11,129,96,2,"cin",211785.0729,149,"1",0.497514724999746,NA,NA,1,"BrickRound0043_1_S","Bricks","Parafoveal","Naive","f",26,2000
"S1","conv5",1,3,200,1,1,97,129,113,2,"cin",211785.0729,150,"3",0.627967149999677,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Parafoveal","Naive","f",26,2000
"S1","conv3",1,3,200,9,1,5,129,74,2,"cin",211785.0729,151,"2",0.838409519999004,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Parafoveal","Naive","f",26,2000
"S1","PS",0,3,200,10,97,1,25,129,2,"cin",211785.0729,152,"1",0.503312589999041,NA,NA,0,"Scrapyard0033_1_S","Scrap","Parafoveal","Naive","f",26,2000
"S1","PS",1,1,200,8,82,1,100,129,2,"cin",211785.0729,153,"1",0.480583874999866,NA,NA,1,"BrickRound0043_1_S","Bricks","Parafoveal","Naive","f",26,2000
"S1","conv4",1,1,200,4,46,1,99,129,2,"cin",211785.0729,154,"2",0.850191729999096,NA,NA,0,"FoodVarious0001_1_S","Candy","Parafoveal","Naive","f",26,2000
"S1","conv2",1,3,200,1,1,89,129,29,2,"cin",211785.0729,155,"1",0.627316624999366,NA,NA,0,"Scrapyard0033_1_S","Scrap","Parafoveal","Naive","f",26,2000
"S1","conv2",1,1,200,2,1,110,129,62,2,"cin",211785.0729,156,"1",0.59749482999905,NA,NA,1,"GrassDead0131_1_S","Grass","Parafoveal","Naive","f",26,2000
"S1","conv5",1,2,200,10,1,51,129,26,2,"cin",211785.0729,157,"2",0.588455229999454,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Parafoveal","Naive","f",26,2000
"S1","PS",1,3,200,3,1,102,129,30,2,"cin",211785.0729,158,"2",0.721594249999725,NA,NA,0,"MetalFloorsBare0024_1_S","Metal","Parafoveal","Naive","f",26,2000
"S1","conv3",1,2,200,8,83,1,54,129,2,"cin",211785.0729,159,"1",0.790520880000258,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Parafoveal","Naive","f",26,2000
"S1","conv4",1,3,200,6,1,77,129,46,2,"cin",211785.0729,160,"1",0.600666459999957,NA,NA,0,"Scrapyard0033_1_S","Scrap","Parafoveal","Naive","f",26,2000
"S1","conv2",1,2,200,3,57,1,125,129,2,"cin",211785.0729,161,"1",0.421048949999204,NA,NA,0,"Carpet0047_1_S","Carpet","Parafoveal","Naive","f",26,2000
"S1","conv1",0,1,200,6,115,1,108,129,2,"cin",211785.0729,162,"3",0.780998074998934,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Parafoveal","Naive","f",26,2000
"S1","conv3",1,3,200,9,96,1,74,129,2,"cin",211785.0729,163,"1",0.648787774999619,NA,NA,0,"Scrapyard0033_1_S","Scrap","Parafoveal","Naive","f",26,2000
"S1","conv2",1,1,200,3,1,3,129,54,2,"cin",211785.0729,164,"1",0.654527984999731,NA,NA,1,"Gravel0097_1_S","Gravel","Parafoveal","Naive","f",26,2000
"S1","conv1",0,1,200,4,1,28,129,7,2,"cin",211785.0729,165,"1",0.763135895000232,NA,NA,1,"Carpet0047_1_S","Carpet","Parafoveal","Naive","f",26,2000
"S1","conv1",1,1,200,2,2,1,61,129,2,"cin",211785.0729,166,"1",0.62382942000022,NA,NA,1,"Crackles0004_1_S","Cracks","Parafoveal","Naive","f",26,2000
"S1","conv4",0,2,200,7,100,1,44,129,2,"cin",211785.0729,167,"1",0.621907319999082,NA,NA,0,"BrickRound0043_1_S","Bricks","Parafoveal","Naive","f",26,2000
"S1","conv5",0,2,200,6,100,1,98,129,2,"cin",211785.0729,168,"2",0.744894829999794,NA,NA,1,"Vegetables0024_1_S","Beans","Parafoveal","Naive","f",26,2000
"S1","conv2",0,3,200,6,1,89,129,107,2,"cin",211785.0729,169,"1",0.976618824999605,NA,NA,0,"MetalFloorsBare0024_1_S","Metal","Parafoveal","Naive","f",26,2000
"S1","conv2",0,3,200,5,3,1,11,129,2,"cin",211785.0729,170,"2",0.741856119999284,NA,NA,0,"FoodVarious0001_1_S","Candy","Parafoveal","Naive","f",26,2000
"S1","PS",0,3,200,5,118,1,14,129,2,"cin",211785.0729,171,"1",0.600561790000029,NA,NA,0,"BrickRound0043_1_S","Bricks","Parafoveal","Naive","f",26,2000
"S1","conv2",0,3,200,6,13,1,88,129,2,"cin",211785.0729,172,"2",0.687296839999362,NA,NA,0,"MetalFloorsBare0024_1_S","Metal","Parafoveal","Naive","f",26,2000
"S1","conv2",0,1,200,9,23,1,15,129,2,"cin",211785.0729,173,"3",0.667179154999758,NA,NA,0,"Crackles0004_1_S","Cracks","Parafoveal","Naive","f",26,2000
"S1","conv2",0,2,200,2,1,101,129,44,2,"cin",211785.0729,174,"3",0.832632199999352,NA,NA,0,"BrickRound0043_1_S","Bricks","Parafoveal","Naive","f",26,2000
"S1","conv5",1,2,200,2,32,1,94,129,2,"cin",211785.0729,175,"3",0.831141834999471,NA,NA,0,"GrassDead0131_1_S","Grass","Parafoveal","Naive","f",26,2000
"S1","conv4",0,2,200,7,43,1,93,129,2,"cin",211785.0729,176,"2",0.750097154999821,NA,NA,1,"Crackles0004_1_S","Cracks","Parafoveal","Naive","f",26,2000
"S1","conv4",1,2,200,10,1,38,129,27,2,"cin",211785.0729,177,"1",0.630502930000148,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Parafoveal","Naive","f",26,2000
"S1","conv1",1,3,200,3,1,10,129,27,2,"cin",211785.0729,178,"3",0.621278264999091,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Parafoveal","Naive","f",26,2000
"S1","conv5",0,2,200,4,22,1,10,129,2,"cin",211785.0729,179,"3",0.685510684998917,NA,NA,0,"BrickRound0043_1_S","Bricks","Parafoveal","Naive","f",26,2000
"S1","PS",1,2,200,5,119,1,27,129,2,"cin",211785.0729,180,"1",0.667848169999161,NA,NA,0,"GrassDead0131_1_S","Grass","Parafoveal","Naive","f",26,2000
"S1","PS",1,2,200,1,79,1,111,129,2,"cin",211785.0729,181,"2",0.735769514999447,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Parafoveal","Naive","f",26,2000
"S1","conv4",1,3,200,5,67,1,25,129,2,"cin",211785.0729,182,"1",0.529557634999946,NA,NA,0,"Vegetables0024_1_S","Beans","Parafoveal","Naive","f",26,2000
"S1","conv4",1,3,200,9,1,47,129,70,2,"cin",211785.0729,183,"1",0.589964774999316,NA,NA,0,"BrickRound0043_1_S","Bricks","Parafoveal","Naive","f",26,2000
"S1","PS",1,2,200,2,120,1,76,129,2,"cin",211785.0729,184,"3",0.664372259999254,NA,NA,0,"GrassDead0131_1_S","Grass","Parafoveal","Naive","f",26,2000
"S1","PS",1,1,200,3,6,1,94,129,2,"cin",211785.0729,185,"2",0.782941839999694,NA,NA,0,"Vegetables0024_1_S","Beans","Parafoveal","Naive","f",26,2000
"S1","conv2",0,3,200,4,82,1,7,129,2,"cin",211785.0729,186,"3",0.867173609999554,NA,NA,1,"Carpet0047_1_S","Carpet","Parafoveal","Naive","f",26,2000
"S1","conv2",0,1,200,4,71,1,44,129,2,"cin",211785.0729,187,"2",0.791993894999905,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Parafoveal","Naive","f",26,2000
"S1","conv5",1,3,200,10,109,1,112,129,2,"cin",211785.0729,188,"3",0.701940799999647,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Parafoveal","Naive","f",26,2000
"S1","conv3",1,3,200,1,42,1,89,129,2,"cin",211785.0729,189,"3",0.82754442499936,NA,NA,1,"Crackles0004_1_S","Cracks","Parafoveal","Naive","f",26,2000
"S1","conv2",1,3,200,3,5,1,78,129,2,"cin",211785.0729,190,"2",1.05153429499933,NA,NA,0,"BrickRound0043_1_S","Bricks","Parafoveal","Naive","f",26,2000
"S1","conv5",0,3,200,3,1,112,129,78,2,"cin",211785.0729,191,"1",0.766933969999627,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Parafoveal","Naive","f",26,2000
"S1","conv2",0,2,200,2,1,116,129,86,2,"cin",211785.0729,192,"2",0.740581604999534,NA,NA,1,"Crackles0004_1_S","Cracks","Parafoveal","Naive","f",26,2000
"S1","conv3",1,1,200,10,104,1,63,129,2,"cin",211785.0729,193,"1",0.665108379999765,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Parafoveal","Naive","f",26,2000
"S1","conv4",1,3,200,10,1,81,129,47,2,"cin",211785.0729,194,"2",0.775541424999574,NA,NA,0,"GrassDead0131_1_S","Grass","Parafoveal","Naive","f",26,2000
"S1","conv1",0,2,200,1,1,82,129,47,2,"cin",211785.0729,195,"2",0.89365448999888,NA,NA,1,"Carpet0047_1_S","Carpet","Parafoveal","Naive","f",26,2000
"S1","conv1",0,1,200,3,1,97,129,71,2,"cin",211785.0729,196,"3",0.908815589999904,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Parafoveal","Naive","f",26,2000
"S1","conv1",1,3,200,10,1,1,129,12,2,"cin",211785.0729,197,"2",1.06730184999924,NA,NA,0,"GrassDead0131_1_S","Grass","Parafoveal","Naive","f",26,2000
"S1","conv4",0,2,200,1,1,76,129,35,2,"cin",211785.0729,198,"2",0.800866259999566,NA,NA,1,"Scrapyard0033_1_S","Scrap","Parafoveal","Naive","f",26,2000
"S1","conv5",0,1,200,10,1,29,129,78,2,"cin",211785.0729,199,"2",0.555001200000333,NA,NA,0,"Gravel0097_1_S","Gravel","Parafoveal","Naive","f",26,2000
"S1","conv4",1,2,200,4,1,114,129,75,2,"cin",211785.0729,200,"1",0.596365644999423,NA,NA,0,"Vegetables0024_1_S","Beans","Parafoveal","Naive","f",26,2000
"S1","conv5",1,3,200,6,96,1,89,129,2,"cin",211785.0729,201,"1",0.59514552499968,NA,NA,0,"Carpet0047_1_S","Carpet","Parafoveal","Naive","f",26,2000
"S1","conv2",0,3,200,5,123,1,67,129,2,"cin",211785.0729,202,"1",0.768904349999502,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Parafoveal","Naive","f",26,2000
"S1","conv5",0,3,200,6,1,1,129,7,2,"cin",211785.0729,203,"3",0.836132834999262,NA,NA,1,"Crackles0004_1_S","Cracks","Parafoveal","Naive","f",26,2000
"S1","conv5",1,3,200,8,128,1,125,129,2,"cin",211785.0729,204,"3",0.662752149999505,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Parafoveal","Naive","f",26,2000
"S1","conv3",0,1,200,3,1,43,129,119,2,"cin",211785.0729,205,"1",0.956262119999337,NA,NA,1,"FoodVarious0001_1_S","Candy","Parafoveal","Naive","f",26,2000
"S1","conv1",1,3,200,2,1,91,129,83,2,"cin",211785.0729,206,"3",0.913276399999631,NA,NA,1,"Scrapyard0033_1_S","Scrap","Parafoveal","Naive","f",26,2000
"S1","conv5",0,2,200,4,1,28,129,105,2,"cin",211785.0729,207,"2",0.869348499999433,NA,NA,1,"PaperCrumpled0004_1_S","Paper","Parafoveal","Naive","f",26,2000
"S1","PS",0,2,200,5,104,1,110,129,2,"cin",211785.0729,208,"3",0.879953244999342,NA,NA,0,"RooftilesCeramic0037_1_S","Tiles","Parafoveal","Naive","f",26,2000
"S1","conv2",1,1,200,2,1,30,129,57,2,"cin",211785.0729,209,"1",0.645010719999846,NA,NA,1,"Carpet0047_1_S","Carpet","Parafoveal","Naive","f",26,2000
"S1","conv3",0,1,200,8,1,72,129,97,2,"cin",211785.0729,210,"3",0.765416714999446,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Parafoveal","Naive","f",26,2000
"S1","conv2",1,3,200,2,113,1,65,129,2,"cin",211785.0729,211,"1",0.932339744999808,NA,NA,0,"Gravel0097_1_S","Gravel","Parafoveal","Naive","f",26,2000
"S1","conv3",1,2,200,5,64,1,116,129,2,"cin",211785.0729,212,"1",0.608093064999593,NA,NA,0,"Scrapyard0033_1_S","Scrap","Parafoveal","Naive","f",26,2000
"S1","conv2",1,3,200,2,1,118,129,18,2,"cin",211785.0729,213,"3",0.666257209999458,NA,NA,1,"Carpet0047_1_S","Carpet","Parafoveal","Naive","f",26,2000
"S1","PS",0,2,200,2,97,1,110,129,2,"cin",211785.0729,214,"2",0.795372030000181,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Parafoveal","Naive","f",26,2000
"S1","PS",0,2,200,2,1,41,129,77,2,"cin",211785.0729,215,"3",0.814955439999721,NA,NA,0,"Vegetables0024_1_S","Beans","Parafoveal","Naive","f",26,2000
"S1","conv4",1,2,200,1,1,104,129,92,2,"cin",211785.0729,216,"2",0.708052954999403,NA,NA,1,"Crackles0004_1_S","Cracks","Parafoveal","Naive","f",26,2000
"S1","conv5",0,2,200,2,105,1,30,129,2,"cin",211785.0729,217,"2",0.738511629999266,NA,NA,1,"GrassDead0131_1_S","Grass","Parafoveal","Naive","f",26,2000
"S1","conv5",1,2,200,3,102,1,5,129,2,"cin",211785.0729,218,"3",0.858166274999348,NA,NA,0,"BrickRound0043_1_S","Bricks","Parafoveal","Naive","f",26,2000
"S1","conv3",1,2,200,7,93,1,94,129,2,"cin",211785.0729,219,"1",0.505081814999357,NA,NA,0,"Vegetables0024_1_S","Beans","Parafoveal","Naive","f",26,2000
"S1","PS",1,2,200,10,111,1,32,129,2,"cin",211785.0729,220,"2",0.635926929999187,NA,NA,1,"Gravel0097_1_S","Gravel","Parafoveal","Naive","f",26,2000
"S1","conv4",0,1,200,10,100,1,42,129,2,"cin",211785.0729,221,"3",0.564854385000217,NA,NA,0,"FoodVarious0001_1_S","Candy","Parafoveal","Naive","f",26,2000
"S1","conv2",0,1,200,6,1,92,129,74,2,"cin",211785.0729,222,"2",0.526764379999804,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Parafoveal","Naive","f",26,2000
"S1","conv4",1,3,200,4,1,106,129,37,2,"cin",211785.0729,223,"2",0.916781459999584,NA,NA,0,"Gravel0097_1_S","Gravel","Parafoveal","Naive","f",26,2000
"S1","PS",0,1,200,5,64,1,37,129,2,"cin",211785.0729,224,"2",0.909328809999352,NA,NA,0,"Scrapyard0033_1_S","Scrap","Parafoveal","Naive","f",26,2000
"S1","conv1",1,1,200,6,1,25,129,3,2,"cin",211785.0729,225,"1",0.542588274999616,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Parafoveal","Naive","f",26,2000
"S1","conv5",0,3,200,4,1,34,129,24,2,"cin",211785.0729,226,"2",0.637940879999405,NA,NA,0,"BrickRound0043_1_S","Bricks","Parafoveal","Naive","f",26,2000
"S1","conv2",0,2,200,3,105,1,25,129,2,"cin",211785.0729,227,"1",0.584042824999415,NA,NA,0,"FoodVarious0001_1_S","Candy","Parafoveal","Naive","f",26,2000
"S1","conv1",1,2,200,6,103,1,24,129,2,"cin",211785.0729,228,"2",0.779300270000022,NA,NA,1,"GrassDead0131_1_S","Grass","Parafoveal","Naive","f",26,2000
"S1","conv1",1,3,200,3,1,101,129,103,2,"cin",211785.0729,229,"2",0.633330874999047,NA,NA,0,"BrickRound0043_1_S","Bricks","Parafoveal","Naive","f",26,2000
"S1","PS",1,1,200,9,1,28,129,34,2,"cin",211785.0729,230,"2",0.923674829999982,NA,NA,0,"RooftilesCeramic0037_1_S","Tiles","Parafoveal","Naive","f",26,2000
"S1","conv3",1,2,200,6,1,90,129,16,2,"cin",211785.0729,231,"na",NA,NA,NA,0,"GrassDead0131_1_S","Grass","Parafoveal","Naive","f",26,2000
"S1","conv3",1,2,200,5,1,94,129,96,2,"cin",211785.0729,232,"2",0.624775714999487,NA,NA,1,"PaperCrumpled0004_1_S","Paper","Parafoveal","Naive","f",26,2000
"S1","conv4",1,2,200,10,64,1,59,129,2,"cin",211785.0729,233,"2",0.466167924999354,NA,NA,1,"Gravel0097_1_S","Gravel","Parafoveal","Naive","f",26,2000
"S1","conv5",0,2,200,1,1,33,129,47,2,"cin",211785.0729,234,"1",0.394991889999801,NA,NA,0,"MetalFloorsBare0024_1_S","Metal","Parafoveal","Naive","f",26,2000
"S1","conv5",0,1,200,3,1,77,129,40,2,"cin",211785.0729,235,"2",0.458731884999906,NA,NA,0,"GrassDead0131_1_S","Grass","Parafoveal","Naive","f",26,2000
"S1","conv5",1,3,200,8,1,61,129,6,2,"cin",211785.0729,236,"3",0.735145939999711,NA,NA,1,"BrickRound0043_1_S","Bricks","Parafoveal","Naive","f",26,2000
"S1","conv4",0,3,200,10,1,79,129,102,2,"cin",211785.0729,237,"3",0.821250654999858,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Parafoveal","Naive","f",26,2000
"S1","conv1",1,1,200,3,102,1,26,129,2,"cin",211785.0729,238,"1",0.778648489999796,NA,NA,1,"FoodVarious0001_1_S","Candy","Parafoveal","Naive","f",26,2000
"S1","conv2",1,3,200,3,1,30,129,49,2,"cin",211785.0729,239,"2",0.694710089999717,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Parafoveal","Naive","f",26,2000
"S1","conv4",1,3,200,7,40,1,102,129,2,"cin",211785.0729,240,"3",0.55872182999974,NA,NA,1,"Crackles0004_1_S","Cracks","Parafoveal","Naive","f",26,2000
"S1","conv2",0,2,200,8,89,1,122,129,2,"cin",211785.0729,241,"2",0.539452574999814,NA,NA,1,"Gravel0097_1_S","Gravel","Parafoveal","Naive","f",26,2000
"S1","conv4",0,3,200,5,1,115,129,72,2,"cin",211785.0729,242,"2",0.464974829998937,NA,NA,0,"Carpet0047_1_S","Carpet","Parafoveal","Naive","f",26,2000
"S1","conv5",0,3,200,7,77,1,18,129,2,"cin",211785.0729,243,"2",0.551237175000097,NA,NA,0,"FoodVarious0001_1_S","Candy","Parafoveal","Naive","f",26,2000
"S1","PS",0,1,200,3,125,1,70,129,2,"cin",211785.0729,244,"1",0.538013204999515,NA,NA,1,"GrassDead0131_1_S","Grass","Parafoveal","Naive","f",26,2000
"S1","conv4",1,2,200,9,1,6,129,14,2,"cin",211785.0729,245,"2",0.277434534998974,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Parafoveal","Naive","f",26,2000
"S1","conv5",0,3,200,10,1,9,129,96,2,"cin",211785.0729,246,"2",0.407592254999145,NA,NA,0,"Scrapyard0033_1_S","Scrap","Parafoveal","Naive","f",26,2000
"S1","conv3",0,3,200,3,40,1,2,129,2,"cin",211785.0729,247,"2",0.612242279999919,NA,NA,0,"FoodVarious0001_1_S","Candy","Parafoveal","Naive","f",26,2000
"S1","conv4",0,1,200,3,6,1,95,129,2,"cin",211785.0729,248,"2",0.58140250499946,NA,NA,0,"Crackles0004_1_S","Cracks","Parafoveal","Naive","f",26,2000
"S1","conv1",0,2,200,10,1,22,129,90,2,"cin",211785.0729,249,"2",0.677443229999881,NA,NA,1,"BrickRound0043_1_S","Bricks","Parafoveal","Naive","f",26,2000
"S1","conv3",0,1,200,2,1,114,129,89,2,"cin",211785.0729,250,"3",0.942236715000035,NA,NA,0,"FoodVarious0001_1_S","Candy","Parafoveal","Naive","f",26,2000
"S1","conv5",0,1,200,4,68,1,63,129,2,"cin",211785.0729,251,"2",0.647748609999326,NA,NA,0,"Scrapyard0033_1_S","Scrap","Parafoveal","Naive","f",26,2000
"S1","conv5",0,2,200,2,57,1,22,129,2,"cin",211785.0729,252,"1",0.542957220000062,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Parafoveal","Naive","f",26,2000
"S1","conv1",1,3,200,2,74,1,78,129,2,"cin",211785.0729,253,"3",0.574246324999876,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Parafoveal","Naive","f",26,2000
"S1","PS",1,1,200,9,1,38,129,33,2,"cin",211785.0729,254,"3",0.510946530000183,NA,NA,0,"Carpet0047_1_S","Carpet","Parafoveal","Naive","f",26,2000
"S1","conv4",1,3,200,5,80,1,114,129,2,"cin",211785.0729,255,"2",0.455374944999676,NA,NA,0,"Gravel0097_1_S","Gravel","Parafoveal","Naive","f",26,2000
"S1","conv2",1,3,200,8,81,1,113,129,2,"cin",211785.0729,256,"3",0.61926624499938,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Parafoveal","Naive","f",26,2000
"S1","PS",0,2,200,10,1,71,129,98,2,"cin",211785.0729,257,"2",1.03765801999998,NA,NA,1,"Carpet0047_1_S","Carpet","Parafoveal","Naive","f",26,2000
"S1","conv1",1,3,200,3,1,3,129,9,2,"cin",211785.0729,258,"3",0.722449534999214,NA,NA,1,"Crackles0004_1_S","Cracks","Parafoveal","Naive","f",26,2000
