image_model,im_code,oddball,target_loc,ms_stim,synth_num,crop_x,crop_y,crop_x_2,crop_y_2,subj,session,test_location,rand_seed,trial,response,rt,eye_valid,prop_eye_valid
conv2,BrickRound0043_1_S,1,3,200,6,30,1,75,129,tw,8,cin,211058.484,1,3,0.925970844999028,NaN,NaN
PS,FoodVarious0001_1_S,0,2,200,5,1,61,129,116,tw,8,cin,211058.484,2,2,0.810419575000196,NaN,NaN
conv3,MetalFloorsBare0024_1_S,0,2,200,9,1,26,129,96,tw,8,cin,211058.484,3,2,0.677598834998207,NaN,NaN
conv5,GrassDead0131_1_S,1,2,200,5,1,19,129,66,tw,8,cin,211058.484,4,2,0.631199794999702,NaN,NaN
conv3,Crackles0004_1_S,1,3,200,9,35,1,88,129,tw,8,cin,211058.484,5,3,0.768762349998724,NaN,NaN
conv1,PaperCrumpled0004_1_S,0,1,200,3,3,1,98,129,tw,8,cin,211058.484,6,2,0.711060210000142,NaN,NaN
conv1,Vegetables0024_1_S,0,2,200,4,123,1,20,129,tw,8,cin,211058.484,7,2,0.739020139999411,NaN,NaN
PS,FlowerBeds0044_1_S,0,3,200,6,1,79,129,1,tw,8,cin,211058.484,8,2,0,NaN,NaN
conv4,Scrapyard0033_1_S,0,3,200,9,30,1,122,129,tw,8,cin,211058.484,9,2,0,NaN,NaN
PS,Gravel0097_1_S,0,3,200,6,1,63,129,67,tw,8,cin,211058.484,10,2,0.900802439999097,NaN,NaN
conv5,Carpet0047_1_S,0,2,200,10,90,1,32,129,tw,8,cin,211058.484,11,1,0.780920109998988,NaN,NaN
conv2,RooftilesCeramic0037_1_S,1,3,200,4,95,1,74,129,tw,8,cin,211058.484,12,3,0.845284179998998,NaN,NaN
conv5,Vegetables0024_1_S,0,2,200,2,19,1,73,129,tw,8,cin,211058.484,13,2,0.850431689998004,NaN,NaN
conv4,PaperCrumpled0004_1_S,1,2,200,3,104,1,2,129,tw,8,cin,211058.484,14,2,0.775252109999201,NaN,NaN
conv4,GrassDead0131_1_S,0,2,200,7,1,125,129,115,tw,8,cin,211058.484,15,2,1.03611590999753,NaN,NaN
conv4,Vegetables0024_1_S,0,1,200,6,27,1,39,129,tw,8,cin,211058.484,16,1,1.02896360999875,NaN,NaN
PS,BrickRound0043_1_S,0,3,200,4,100,1,118,129,tw,8,cin,211058.484,17,1,1.12696014499852,NaN,NaN
conv5,FoodVarious0001_1_S,0,2,200,6,22,1,105,129,tw,8,cin,211058.484,18,2,0.673293629999534,NaN,NaN
conv2,MetalFloorsBare0024_1_S,1,1,200,9,1,60,129,112,tw,8,cin,211058.484,19,2,0.688559934998921,NaN,NaN
PS,GrassDead0131_1_S,1,1,200,8,1,74,129,80,tw,8,cin,211058.484,20,2,0.755678739998984,NaN,NaN
conv3,RooftilesCeramic0037_1_S,0,3,200,9,90,1,26,129,tw,8,cin,211058.484,21,3,0.865302809997957,NaN,NaN
conv5,Scrapyard0033_1_S,0,2,200,1,78,1,74,129,tw,8,cin,211058.484,22,2,0.937101944999085,NaN,NaN
conv5,FoodVarious0001_1_S,0,3,200,10,75,1,95,129,tw,8,cin,211058.484,23,1,1.06687985499775,NaN,NaN
PS,PaperCrumpled0004_1_S,1,2,200,4,1,3,129,30,tw,8,cin,211058.484,24,2,0.91856309999821,NaN,NaN
conv4,FlowerBeds0044_1_S,0,3,200,4,1,88,129,62,tw,8,cin,211058.484,25,1,1.16077406499971,NaN,NaN
conv2,Scrapyard0033_1_S,0,2,200,10,1,125,129,111,tw,8,cin,211058.484,26,2,0.768176889998358,NaN,NaN
conv2,RooftilesCeramic0037_1_S,0,2,200,5,1,36,129,79,tw,8,cin,211058.484,27,2,0.779309859999557,NaN,NaN
conv1,GrassDead0131_1_S,0,2,200,10,1,18,129,111,tw,8,cin,211058.484,28,2,0.828454649999912,NaN,NaN
conv5,MetalFloorsBare0024_1_S,1,1,200,6,83,1,108,129,tw,8,cin,211058.484,29,2,1.1667648149978,NaN,NaN
conv5,Carpet0047_1_S,0,1,200,5,1,63,129,95,tw,8,cin,211058.484,30,2,0.691664154997852,NaN,NaN
