image_model,im_code,oddball,target_loc,ms_stim,synth_num,crop_x,crop_y,crop_x_2,crop_y_2,subj,session,test_location,rand_seed,trial,response,rt,eye_valid,prop_eye_valid
conv4,GrassDead0131_1_S,0,1,2000,10,32,1,98,129,S3,2,cin,206705.677,1,1,2.62656203999995,NaN,NaN
conv5,Crackles0004_1_S,1,3,2000,9,1,70,129,61,S3,2,cin,206705.677,2,3,2.64590834000001,NaN,NaN
conv5,MetalFloorsBare0024_1_S,1,2,2000,2,1,84,129,40,S3,2,cin,206705.677,3,2,2.34773747000008,NaN,NaN
PS,GrassDead0131_1_S,0,1,2000,5,1,3,129,98,S3,2,cin,206705.677,4,1,2.29413026999964,NaN,NaN
conv3,FlowerBeds0044_1_S,0,2,2000,3,76,1,93,129,S3,2,cin,206705.677,5,1,2.42797990000008,NaN,NaN
conv3,Scrapyard0033_1_S,1,3,2000,2,128,1,57,129,S3,2,cin,206705.677,6,1,2.69181345499965,NaN,NaN
PS,GrassDead0131_1_S,1,2,2000,1,121,1,36,129,S3,2,cin,206705.677,7,2,2.30348208999976,NaN,NaN
conv2,Crackles0004_1_S,0,1,2000,6,51,1,110,129,S3,2,cin,206705.677,8,1,2.87738044999969,NaN,NaN
conv1,Scrapyard0033_1_S,1,1,2000,7,1,46,129,113,S3,2,cin,206705.677,9,1,2.32205302999955,NaN,NaN
conv1,RooftilesCeramic0037_1_S,1,2,2000,1,107,1,79,129,S3,2,cin,206705.677,10,2,2.30808202499975,NaN,NaN
conv1,Vegetables0024_1_S,0,2,2000,6,1,22,129,101,S3,2,cin,206705.677,11,2,2.27229222999995,NaN,NaN
conv2,FoodVarious0001_1_S,1,3,2000,1,1,18,129,81,S3,2,cin,206705.677,12,3,2.24713995499951,NaN,NaN
conv4,PaperCrumpled0004_1_S,0,3,2000,6,28,1,29,129,S3,2,cin,206705.677,13,1,2.27004908499975,NaN,NaN
conv2,GrassDead0131_1_S,0,1,2000,2,1,4,129,69,S3,2,cin,206705.677,14,2,2.6716833749997,NaN,NaN
PS,FoodVarious0001_1_S,1,3,2000,1,1,63,129,53,S3,2,cin,206705.677,15,3,2.26469351999958,NaN,NaN
conv3,Carpet0047_1_S,1,3,2000,5,90,1,7,129,S3,2,cin,206705.677,16,3,2.32894380499965,NaN,NaN
PS,BrickRound0043_1_S,1,1,2000,6,74,1,25,129,S3,2,cin,206705.677,17,1,2.33331574499971,NaN,NaN
conv5,Vegetables0024_1_S,0,1,2000,8,1,62,129,93,S3,2,cin,206705.677,18,2,2.74623695999981,NaN,NaN
conv2,RooftilesCeramic0037_1_S,0,1,2000,8,1,78,129,95,S3,2,cin,206705.677,19,1,2.21152101999996,NaN,NaN
conv5,GrassDead0131_1_S,0,2,2000,2,1,43,129,123,S3,2,cin,206705.677,20,2,2.1870440749999,NaN,NaN
