image_model,im_code,oddball,target_loc,ms_stim,synth_num,crop_x,crop_y,crop_x_2,crop_y_2,subj,session,test_location,rand_seed,trial,response,rt,eye_valid,prop_eye_valid
conv1,Gravel0097_1_S,0,2,200,4,1,67,129,27,S1,2,cin,211785.0729,1,2,1.05950309999935,NaN,NaN
PS,Scrapyard0033_1_S,0,2,200,6,63,1,55,129,S1,2,cin,211785.0729,2,2,1.1365858249992,NaN,NaN
conv1,RooftilesCeramic0037_1_S,1,2,200,5,72,1,101,129,S1,2,cin,211785.0729,3,2,0.684360169999309,NaN,NaN
conv3,FoodVarious0001_1_S,0,1,200,10,103,1,65,129,S1,2,cin,211785.0729,4,3,0.899273220000396,NaN,NaN
conv3,Gravel0097_1_S,0,1,200,9,1,46,129,80,S1,2,cin,211785.0729,5,2,0.931535104999966,NaN,NaN
conv3,FlowerBeds0044_1_S,1,1,200,8,1,38,129,70,S1,2,cin,211785.0729,6,1,0.756060769999749,NaN,NaN
PS,PaperCrumpled0004_1_S,1,3,200,10,1,11,129,115,S1,2,cin,211785.0729,7,3,0.791607010000007,NaN,NaN
conv5,Gravel0097_1_S,1,1,200,3,24,1,60,129,S1,2,cin,211785.0729,8,2,0.777219689999583,NaN,NaN
PS,FoodVarious0001_1_S,0,3,200,7,1,26,129,107,S1,2,cin,211785.0729,9,1,0.887602519998836,NaN,NaN
PS,RooftilesCeramic0037_1_S,0,1,200,6,110,1,117,129,S1,2,cin,211785.0729,10,2,0.879285549999622,NaN,NaN
PS,BrickRound0043_1_S,0,2,200,10,1,114,129,116,S1,2,cin,211785.0729,11,2,1.11129258499932,NaN,NaN
conv5,FlowerBeds0044_1_S,0,1,200,5,112,1,117,129,S1,2,cin,211785.0729,12,3,1.02809688999969,NaN,NaN
conv2,GrassDead0131_1_S,0,3,200,8,4,1,12,129,S1,2,cin,211785.0729,13,3,0.954992689999926,NaN,NaN
PS,Gravel0097_1_S,1,1,200,8,1,48,129,98,S1,2,cin,211785.0729,14,2,0.872358055000404,NaN,NaN
conv4,FlowerBeds0044_1_S,1,2,200,10,58,1,10,129,S1,2,cin,211785.0729,15,2,0.746662299999116,NaN,NaN
conv3,Carpet0047_1_S,1,1,200,2,35,1,107,129,S1,2,cin,211785.0729,16,2,0.869298304999575,NaN,NaN
conv5,Scrapyard0033_1_S,0,2,200,1,1,12,129,91,S1,2,cin,211785.0729,17,3,0.695873484999538,NaN,NaN
PS,MetalFloorsBare0024_1_S,0,1,200,9,115,1,105,129,S1,2,cin,211785.0729,18,1,0.984415289999561,NaN,NaN
conv2,Vegetables0024_1_S,1,3,200,6,1,89,129,59,S1,2,cin,211785.0729,19,3,0.943553434999558,NaN,NaN
conv4,GrassDead0131_1_S,1,3,200,10,41,1,122,129,S1,2,cin,211785.0729,20,2,0.800672734999353,NaN,NaN
PS,BrickRound0043_1_S,0,1,200,8,1,56,129,68,S1,2,cin,211785.0729,21,2,0.907663569999386,NaN,NaN
PS,Crackles0004_1_S,0,3,200,10,29,1,57,129,S1,2,cin,211785.0729,22,3,0.862910785000167,NaN,NaN
conv4,FlowerBeds0044_1_S,0,3,200,8,1,108,129,25,S1,2,cin,211785.0729,23,3,0.955234794999342,NaN,NaN
conv2,Vegetables0024_1_S,1,3,200,2,1,42,129,115,S1,2,cin,211785.0729,24,3,1.19603882499905,NaN,NaN
PS,Carpet0047_1_S,1,2,200,1,2,1,96,129,S1,2,cin,211785.0729,25,1,0.882877309999458,NaN,NaN
conv5,MetalFloorsBare0024_1_S,1,2,200,8,94,1,43,129,S1,2,cin,211785.0729,26,2,0.601041519999853,NaN,NaN
conv2,FlowerBeds0044_1_S,0,3,200,5,1,12,129,23,S1,2,cin,211785.0729,27,3,0.955015464999633,NaN,NaN
conv2,Gravel0097_1_S,0,1,200,4,57,1,24,129,S1,2,cin,211785.0729,28,2,0.845107009999083,NaN,NaN
