image_model,im_code,oddball,target_loc,ms_stim,synth_num,crop_x,crop_y,crop_x_2,crop_y_2,subj,session,test_location,rand_seed,trial,response,rt,eye_valid,prop_eye_valid
conv3,PaperCrumpled0004_1_S,0,3,200,3,1,61,129,105,S5,2,cin,207757.7162,1,2,0.730481744999452,NaN,NaN
conv1,MetalFloorsBare0024_1_S,0,3,200,6,32,1,120,129,S5,2,cin,207757.7162,2,3,1.00013701499984,NaN,NaN
conv5,GrassDead0131_1_S,0,3,200,2,1,21,129,35,S5,2,cin,207757.7162,3,1,1.00878939999984,NaN,NaN
PS,FoodVarious0001_1_S,1,1,200,2,1,6,129,1,S5,2,cin,207757.7162,4,2,0.521340009999676,NaN,NaN
conv1,BrickRound0043_1_S,1,2,200,6,1,81,129,78,S5,2,cin,207757.7162,5,2,0.806110399999397,NaN,NaN
PS,Crackles0004_1_S,0,3,200,1,128,1,21,129,S5,2,cin,207757.7162,6,3,0.860869454999829,NaN,NaN
conv4,GrassDead0131_1_S,0,2,200,1,36,1,80,129,S5,2,cin,207757.7162,7,3,0.869280110000091,NaN,NaN
conv2,Scrapyard0033_1_S,0,3,200,7,1,73,129,34,S5,2,cin,207757.7162,8,1,0.681461209999725,NaN,NaN
PS,Gravel0097_1_S,1,2,200,4,1,118,129,85,S5,2,cin,207757.7162,9,2,0.438369604999934,NaN,NaN
conv5,BrickRound0043_1_S,1,2,200,1,80,1,14,129,S5,2,cin,207757.7162,10,3,0.795737079999981,NaN,NaN
conv2,PaperCrumpled0004_1_S,0,2,200,10,2,1,108,129,S5,2,cin,207757.7162,11,2,0.90258290499969,NaN,NaN
conv5,Crackles0004_1_S,0,3,200,2,1,25,129,27,S5,2,cin,207757.7162,12,2,0.854465699999764,NaN,NaN
conv2,RooftilesCeramic0037_1_S,0,3,200,8,1,66,129,104,S5,2,cin,207757.7162,13,2,0.688220030000139,NaN,NaN
PS,FlowerBeds0044_1_S,0,3,200,7,114,1,78,129,S5,2,cin,207757.7162,14,2,0.455591209999511,NaN,NaN
conv1,GrassDead0131_1_S,1,3,200,10,109,1,56,129,S5,2,cin,207757.7162,15,3,0.988547134999862,NaN,NaN
conv3,BrickRound0043_1_S,0,1,200,9,82,1,76,129,S5,2,cin,207757.7162,16,2,0.891973684999812,NaN,NaN
conv3,Gravel0097_1_S,0,1,200,2,1,127,129,60,S5,2,cin,207757.7162,17,1,0.357870339999863,NaN,NaN
conv4,Crackles0004_1_S,1,2,200,7,1,108,129,124,S5,2,cin,207757.7162,18,2,0.258169554999768,NaN,NaN
PS,PaperCrumpled0004_1_S,1,2,200,8,42,1,69,129,S5,2,cin,207757.7162,19,2,0.273900919999505,NaN,NaN
conv4,MetalFloorsBare0024_1_S,0,2,200,2,89,1,109,129,S5,2,cin,207757.7162,20,2,0.575703944999532,NaN,NaN
conv2,FoodVarious0001_1_S,0,2,200,5,1,82,129,46,S5,2,cin,207757.7162,21,3,0.567771794999771,NaN,NaN
conv1,FlowerBeds0044_1_S,0,2,200,2,76,1,20,129,S5,2,cin,207757.7162,22,3,0.633736964999571,NaN,NaN
conv4,GrassDead0131_1_S,1,2,200,6,3,1,40,129,S5,2,cin,207757.7162,23,3,0.556204504999641,NaN,NaN
PS,BrickRound0043_1_S,1,1,200,2,1,109,129,61,S5,2,cin,207757.7162,24,2,0.766514754999662,NaN,NaN
conv1,Vegetables0024_1_S,0,2,200,4,1,93,129,40,S5,2,cin,207757.7162,25,2,0.670345684999575,NaN,NaN
conv2,GrassDead0131_1_S,0,3,200,2,59,1,95,129,S5,2,cin,207757.7162,26,2,0.429678864999914,NaN,NaN
conv2,BrickRound0043_1_S,0,2,200,8,9,1,53,129,S5,2,cin,207757.7162,27,2,0.432807729999695,NaN,NaN
PS,FlowerBeds0044_1_S,1,3,200,2,1,67,129,33,S5,2,cin,207757.7162,28,2,0.429086475000076,NaN,NaN
PS,RooftilesCeramic0037_1_S,0,3,200,1,1,22,129,20,S5,2,cin,207757.7162,29,1,0.305048924999937,NaN,NaN
conv1,Carpet0047_1_S,0,3,200,2,80,1,105,129,S5,2,cin,207757.7162,30,2,0.27312433499992,NaN,NaN
conv3,MetalFloorsBare0024_1_S,0,1,200,3,118,1,55,129,S5,2,cin,207757.7162,31,1,0.358350489999793,NaN,NaN
conv4,PaperCrumpled0004_1_S,1,1,200,6,1,25,129,83,S5,2,cin,207757.7162,32,1,0.472284759999638,NaN,NaN
PS,Crackles0004_1_S,1,3,200,5,1,111,129,114,S5,2,cin,207757.7162,33,2,0.221664400000009,NaN,NaN
conv2,FoodVarious0001_1_S,0,1,200,2,28,1,66,129,S5,2,cin,207757.7162,34,2,0.735304764999455,NaN,NaN
conv1,Scrapyard0033_1_S,1,3,200,4,1,51,129,71,S5,2,cin,207757.7162,35,3,0.800131754999711,NaN,NaN
PS,PaperCrumpled0004_1_S,1,2,200,10,1,32,129,55,S5,2,cin,207757.7162,36,1,0.749106429999756,NaN,NaN
conv2,BrickRound0043_1_S,1,1,200,8,24,1,86,129,S5,2,cin,207757.7162,37,2,0.805242359999738,NaN,NaN
conv2,MetalFloorsBare0024_1_S,1,1,200,4,90,1,53,129,S5,2,cin,207757.7162,38,1,0.744399099999555,NaN,NaN
conv3,Carpet0047_1_S,0,1,200,9,1,59,129,2,S5,2,cin,207757.7162,39,1,1.11461696999959,NaN,NaN
