image_model,im_code,oddball,target_loc,ms_stim,synth_num,crop_x,crop_y,crop_x_2,crop_y_2,subj,session,test_location,rand_seed,trial,response,rt,eye_valid,prop_eye_valid
PS,PaperCrumpled0004_1_S,1,1,2000,8,82,1,69,129,S5,1,cin,211659.0625,1,2,1.23935886999993,NaN,NaN
conv1,BrickRound0043_1_S,1,3,2000,7,1,103,129,115,S5,1,cin,211659.0625,2,2,1.69249341,NaN,NaN
PS,GrassDead0131_1_S,0,3,2000,9,97,1,57,129,S5,1,cin,211659.0625,3,1,1.93718406499988,NaN,NaN
PS,Carpet0047_1_S,0,3,2000,3,1,74,129,15,S5,1,cin,211659.0625,4,2,2.01514021999992,NaN,NaN
conv1,Gravel0097_1_S,0,3,2000,1,1,88,129,75,S5,1,cin,211659.0625,5,1,1.74594653500003,NaN,NaN
conv5,GrassDead0131_1_S,0,3,2000,3,113,1,106,129,S5,1,cin,211659.0625,6,3,1.73466340000004,NaN,NaN
conv5,PaperCrumpled0004_1_S,0,2,2000,2,1,94,129,36,S5,1,cin,211659.0625,7,2,1.43687156499982,NaN,NaN
conv5,Gravel0097_1_S,0,1,2000,1,95,1,112,129,S5,1,cin,211659.0625,8,3,2.45831806000001,NaN,NaN
conv2,MetalFloorsBare0024_1_S,0,3,2000,7,1,102,129,116,S5,1,cin,211659.0625,9,2,1.34565077499997,NaN,NaN
conv3,Scrapyard0033_1_S,1,1,2000,9,34,1,112,129,S5,1,cin,211659.0625,10,3,2.13909539499991,NaN,NaN
conv1,PaperCrumpled0004_1_S,1,3,2000,3,1,57,129,76,S5,1,cin,211659.0625,11,1,2.19676989499999,NaN,NaN
conv2,Carpet0047_1_S,0,1,2000,7,1,21,129,104,S5,1,cin,211659.0625,12,2,2.18012793499975,NaN,NaN
conv1,RooftilesCeramic0037_1_S,0,3,2000,2,13,1,4,129,S5,1,cin,211659.0625,13,3,1.41890495999996,NaN,NaN
conv5,FoodVarious0001_1_S,0,2,2000,7,92,1,111,129,S5,1,cin,211659.0625,14,3,2.3077718699999,NaN,NaN
conv5,MetalFloorsBare0024_1_S,1,1,2000,6,48,1,78,129,S5,1,cin,211659.0625,15,3,2.4465839049999,NaN,NaN
PS,GrassDead0131_1_S,0,3,2000,7,110,1,17,129,S5,1,cin,211659.0625,16,2,2.23705091499983,NaN,NaN
conv5,Scrapyard0033_1_S,1,3,2000,10,84,1,99,129,S5,1,cin,211659.0625,17,2,2.11733575499989,NaN,NaN
conv2,Vegetables0024_1_S,0,1,2000,2,1,33,129,63,S5,1,cin,211659.0625,18,1,1.63966206999976,NaN,NaN
conv1,Gravel0097_1_S,0,1,2000,1,22,1,88,129,S5,1,cin,211659.0625,19,2,1.57298932499998,NaN,NaN
PS,RooftilesCeramic0037_1_S,0,2,2000,3,48,1,101,129,S5,1,cin,211659.0625,20,1,2.39294139999993,NaN,NaN
conv3,GrassDead0131_1_S,1,2,2000,3,108,1,54,129,S5,1,cin,211659.0625,21,3,2.49758017499994,NaN,NaN
conv4,Vegetables0024_1_S,1,1,2000,6,64,1,120,129,S5,1,cin,211659.0625,22,3,1.86093802999994,NaN,NaN
conv4,FoodVarious0001_1_S,0,2,2000,7,26,1,87,129,S5,1,cin,211659.0625,23,3,1.90714333999995,NaN,NaN
conv2,Scrapyard0033_1_S,0,1,2000,2,104,1,90,129,S5,1,cin,211659.0625,24,1,2.36941286499973,NaN,NaN
conv4,RooftilesCeramic0037_1_S,1,2,2000,7,1,47,129,30,S5,1,cin,211659.0625,25,2,1.68584779999992,NaN,NaN
conv2,GrassDead0131_1_S,1,3,2000,5,1,15,129,32,S5,1,cin,211659.0625,26,2,1.64389262999975,NaN,NaN
conv2,Gravel0097_1_S,0,3,2000,8,91,1,123,129,S5,1,cin,211659.0625,27,2,2.27459447999991,NaN,NaN
conv4,RooftilesCeramic0037_1_S,0,2,2000,3,1,101,129,126,S5,1,cin,211659.0625,28,2,2.0169120449998,NaN,NaN
conv3,Crackles0004_1_S,1,2,2000,1,1,25,129,104,S5,1,cin,211659.0625,29,1,2.19989300499969,NaN,NaN
conv1,Carpet0047_1_S,0,2,2000,8,52,1,111,129,S5,1,cin,211659.0625,30,2,1.42300810999996,NaN,NaN
conv2,BrickRound0043_1_S,1,1,2000,7,11,1,118,129,S5,1,cin,211659.0625,31,3,2.55157984999983,NaN,NaN
conv5,RooftilesCeramic0037_1_S,0,3,2000,10,1,11,129,48,S5,1,cin,211659.0625,32,3,2.17847449499982,NaN,NaN
conv4,FoodVarious0001_1_S,1,3,2000,9,31,1,3,129,S5,1,cin,211659.0625,33,3,1.91178911999987,NaN,NaN
PS,Vegetables0024_1_S,1,3,2000,8,61,1,80,129,S5,1,cin,211659.0625,34,2,2.2164946649998,NaN,NaN
conv5,Crackles0004_1_S,0,1,2000,7,46,1,116,129,S5,1,cin,211659.0625,35,2,2.34776563499986,NaN,NaN
conv2,PaperCrumpled0004_1_S,0,1,2000,6,113,1,77,129,S5,1,cin,211659.0625,36,2,1.5072577599999,NaN,NaN
conv3,GrassDead0131_1_S,1,3,2000,3,1,52,129,70,S5,1,cin,211659.0625,37,2,1.64213367000002,NaN,NaN
conv5,Scrapyard0033_1_S,1,2,2000,10,1,72,129,110,S5,1,cin,211659.0625,38,2,1.92325168999992,NaN,NaN
conv4,FoodVarious0001_1_S,0,1,2000,9,1,71,129,102,S5,1,cin,211659.0625,39,3,1.6761308199998,NaN,NaN
conv1,Crackles0004_1_S,1,1,2000,10,1,61,129,105,S5,1,cin,211659.0625,40,1,1.94994065999981,NaN,NaN
conv3,FlowerBeds0044_1_S,0,2,2000,7,1,1,29,129,S5,1,cin,211659.0625,41,2,2.48902685499979,NaN,NaN
conv1,FoodVarious0001_1_S,0,1,2000,1,124,1,116,129,S5,1,cin,211659.0625,42,1,1.44853422499978,NaN,NaN
conv3,Vegetables0024_1_S,0,1,2000,10,1,128,129,33,S5,1,cin,211659.0625,43,1,1.60470112499979,NaN,NaN
PS,Gravel0097_1_S,0,2,2000,9,56,1,96,129,S5,1,cin,211659.0625,44,2,1.97620784999981,NaN,NaN
conv2,BrickRound0043_1_S,1,3,2000,9,1,71,129,89,S5,1,cin,211659.0625,45,3,1.87243356999988,NaN,NaN
conv2,Crackles0004_1_S,1,1,2000,10,1,34,129,51,S5,1,cin,211659.0625,46,3,2.18982277999999,NaN,NaN
PS,Scrapyard0033_1_S,1,3,2000,1,1,24,129,16,S5,1,cin,211659.0625,47,2,2.34599392999985,NaN,NaN
