image_model,im_code,oddball,target_loc,ms_stim,synth_num,crop_x,crop_y,crop_x_2,crop_y_2,subj,session,test_location,rand_seed,trial,response,rt,eye_valid,prop_eye_valid
conv3,RooftilesCeramic0037_1_S,0,3,2000,2,34,1,16,129,tw,1,cin,213339.6986,1,3,0.328448654996464,NaN,NaN
conv2,Vegetables0024_1_S,0,2,2000,4,1,74,129,94,tw,1,cin,213339.6986,2,2,0.511680024999805,NaN,NaN
conv5,Scrapyard0033_1_S,0,2,2000,7,1,52,129,54,tw,1,cin,213339.6986,3,2,0.311737975000142,NaN,NaN
conv2,GrassDead0131_1_S,0,1,2000,2,51,1,100,129,tw,1,cin,213339.6986,4,3,0.574607489998016,NaN,NaN
conv3,Vegetables0024_1_S,0,2,2000,6,15,1,86,129,tw,1,cin,213339.6986,5,2,0.418784049998067,NaN,NaN
conv1,Carpet0047_1_S,1,3,2000,6,107,1,35,129,tw,1,cin,213339.6986,6,3,0.420433859995683,NaN,NaN
conv3,PaperCrumpled0004_1_S,1,3,2000,6,1,2,129,43,tw,1,cin,213339.6986,7,2,0.563665734996903,NaN,NaN
conv2,GrassDead0131_1_S,1,2,2000,7,1,22,129,73,tw,1,cin,213339.6986,8,1,0.547286634999182,NaN,NaN
conv3,BrickRound0043_1_S,0,3,2000,9,94,1,96,129,tw,1,cin,213339.6986,9,2,0.4827422749986,NaN,NaN
conv1,MetalFloorsBare0024_1_S,0,1,2000,3,120,1,107,129,tw,1,cin,213339.6986,10,1,0.501649024998187,NaN,NaN
conv4,RooftilesCeramic0037_1_S,1,1,2000,4,106,1,18,129,tw,1,cin,213339.6986,11,1,0.553420494998136,NaN,NaN
conv2,PaperCrumpled0004_1_S,0,1,2000,1,95,1,101,129,tw,1,cin,213339.6986,12,2,0.51662734999627,NaN,NaN
conv4,Vegetables0024_1_S,1,2,2000,3,1,120,129,60,tw,1,cin,213339.6986,13,2,0.591382144997624,NaN,NaN
conv2,Crackles0004_1_S,1,2,2000,3,1,9,129,62,tw,1,cin,213339.6986,14,2,0.618430739999894,NaN,NaN
conv2,FlowerBeds0044_1_S,0,3,2000,5,79,1,63,129,tw,1,cin,213339.6986,15,2,0.547881049998978,NaN,NaN
conv2,PaperCrumpled0004_1_S,1,3,2000,10,1,109,129,27,tw,1,cin,213339.6986,16,2,0.551049699999567,NaN,NaN
conv5,BrickRound0043_1_S,0,2,2000,10,1,66,129,56,tw,1,cin,213339.6986,17,2,0.537632669998857,NaN,NaN
PS,FoodVarious0001_1_S,1,1,2000,2,63,1,106,129,tw,1,cin,213339.6986,18,1,0.461067754997202,NaN,NaN
PS,Scrapyard0033_1_S,1,2,2000,5,97,1,64,129,tw,1,cin,213339.6986,19,3,0.49693987000137,NaN,NaN
PS,RooftilesCeramic0037_1_S,1,3,2000,4,1,124,129,50,tw,1,cin,213339.6986,20,1,0.350801224998577,NaN,NaN
conv1,Gravel0097_1_S,0,3,2000,4,1,12,129,27,tw,1,cin,213339.6986,21,3,0.462582889998885,NaN,NaN
PS,Crackles0004_1_S,1,1,2000,7,1,5,129,54,tw,1,cin,213339.6986,22,1,0.472378135000326,NaN,NaN
conv4,FoodVarious0001_1_S,1,2,2000,5,1,7,129,90,tw,1,cin,213339.6986,23,1,0.710639934997744,NaN,NaN
conv1,Vegetables0024_1_S,0,3,2000,7,116,1,18,129,tw,1,cin,213339.6986,24,3,0.388266244997794,NaN,NaN
PS,Scrapyard0033_1_S,1,3,2000,9,1,100,129,17,tw,1,cin,213339.6986,25,2,0.415265145002195,NaN,NaN
conv3,MetalFloorsBare0024_1_S,1,1,2000,2,33,1,21,129,tw,1,cin,213339.6986,26,1,0.447274729998753,NaN,NaN
conv3,Crackles0004_1_S,1,3,2000,3,1,5,129,71,tw,1,cin,213339.6986,27,2,0.283705404999637,NaN,NaN
conv3,RooftilesCeramic0037_1_S,0,2,2000,9,1,95,129,70,tw,1,cin,213339.6986,28,2,0.334200040000724,NaN,NaN
PS,MetalFloorsBare0024_1_S,0,2,2000,5,1,105,129,71,tw,1,cin,213339.6986,29,2,0.195919869998761,NaN,NaN
conv1,Scrapyard0033_1_S,1,3,2000,6,61,1,60,129,tw,1,cin,213339.6986,30,2,0.546943475001171,NaN,NaN
conv5,PaperCrumpled0004_1_S,1,3,2000,1,1,61,129,103,tw,1,cin,213339.6986,31,3,0.460357719999593,NaN,NaN
conv2,FoodVarious0001_1_S,1,1,2000,2,38,1,73,129,tw,1,cin,213339.6986,32,1,0.501587384998857,NaN,NaN
conv4,Gravel0097_1_S,0,1,2000,6,1,1,71,129,tw,1,cin,213339.6986,33,1,0.570935234998615,NaN,NaN
conv2,RooftilesCeramic0037_1_S,0,2,2000,1,1,83,129,59,tw,1,cin,213339.6986,34,2,0.478180745001737,NaN,NaN
conv5,BrickRound0043_1_S,0,3,2000,1,83,1,30,129,tw,1,cin,213339.6986,35,2,0.549596810000367,NaN,NaN
conv3,Carpet0047_1_S,1,2,2000,1,42,1,61,129,tw,1,cin,213339.6986,36,2,0.490465589999076,NaN,NaN
PS,FlowerBeds0044_1_S,0,1,2000,2,1,4,129,9,tw,1,cin,213339.6986,37,2,0.529785719998472,NaN,NaN
PS,FoodVarious0001_1_S,1,1,2000,4,1,62,129,98,tw,1,cin,213339.6986,38,1,0.493109209997783,NaN,NaN
conv2,Vegetables0024_1_S,1,1,2000,3,1,126,129,80,tw,1,cin,213339.6986,39,1,0.494324504998076,NaN,NaN
conv2,Carpet0047_1_S,0,1,2000,5,1,78,129,12,tw,1,cin,213339.6986,40,1,0.498517974996503,NaN,NaN
conv2,Gravel0097_1_S,1,3,2000,6,1,82,129,5,tw,1,cin,213339.6986,41,3,0.593875934999232,NaN,NaN
conv1,GrassDead0131_1_S,0,2,2000,1,86,1,69,129,tw,1,cin,213339.6986,42,2,0.46662642499723,NaN,NaN
PS,MetalFloorsBare0024_1_S,1,1,2000,6,1,27,129,59,tw,1,cin,213339.6986,43,1,0.345079784998234,NaN,NaN
conv1,Gravel0097_1_S,0,2,2000,5,1,48,129,56,tw,1,cin,213339.6986,44,2,0.51531312500083,NaN,NaN
conv5,FlowerBeds0044_1_S,0,3,2000,9,127,1,69,129,tw,1,cin,213339.6986,45,3,0.749348109999119,NaN,NaN
PS,GrassDead0131_1_S,1,3,2000,7,1,77,129,34,tw,1,cin,213339.6986,46,3,0.587818729996798,NaN,NaN
conv3,Scrapyard0033_1_S,1,2,2000,4,98,1,117,129,tw,1,cin,213339.6986,47,1,0.526368904997071,NaN,NaN
conv3,Carpet0047_1_S,1,3,2000,9,1,1,129,99,tw,1,cin,213339.6986,48,2,0.417959484999301,NaN,NaN
conv3,BrickRound0043_1_S,1,1,2000,8,63,1,46,129,tw,1,cin,213339.6986,49,1,0.429038944999775,NaN,NaN
conv3,Crackles0004_1_S,0,3,2000,9,95,1,90,129,tw,1,cin,213339.6986,50,1,0.481091289995675,NaN,NaN
conv5,Scrapyard0033_1_S,0,2,2000,9,1,127,129,30,tw,1,cin,213339.6986,51,1,0.683237054996425,NaN,NaN
conv1,PaperCrumpled0004_1_S,0,1,2000,5,76,1,43,129,tw,1,cin,213339.6986,52,1,0.414330644998699,NaN,NaN
PS,BrickRound0043_1_S,1,3,2000,2,1,43,129,34,tw,1,cin,213339.6986,53,3,0.485222559997055,NaN,NaN
conv1,GrassDead0131_1_S,1,3,2000,8,1,5,129,7,tw,1,cin,213339.6986,54,3,0.484891774998687,NaN,NaN
conv4,RooftilesCeramic0037_1_S,1,1,2000,3,1,96,129,106,tw,1,cin,213339.6986,55,1,0.391600859999016,NaN,NaN
conv2,Crackles0004_1_S,1,2,2000,10,85,1,5,129,tw,1,cin,213339.6986,56,1,0.359776015000534,NaN,NaN
conv1,Scrapyard0033_1_S,1,3,2000,1,1,104,129,69,tw,1,cin,213339.6986,57,3,0.477258499999152,NaN,NaN
conv2,FlowerBeds0044_1_S,0,3,2000,6,14,1,27,129,tw,1,cin,213339.6986,58,3,0.49253204499837,NaN,NaN
PS,Vegetables0024_1_S,0,1,2000,3,114,1,48,129,tw,1,cin,213339.6986,59,1,0.492946779995691,NaN,NaN
conv3,PaperCrumpled0004_1_S,1,2,2000,5,1,121,129,48,tw,1,cin,213339.6986,60,3,0.357930434998707,NaN,NaN
conv1,GrassDead0131_1_S,0,2,2000,3,1,102,129,11,tw,1,cin,213339.6986,61,2,0.277594189996307,NaN,NaN
PS,BrickRound0043_1_S,1,1,2000,5,1,76,129,3,tw,1,cin,213339.6986,62,1,0.379857084997639,NaN,NaN
conv2,Scrapyard0033_1_S,1,3,2000,5,1,69,129,79,tw,1,cin,213339.6986,63,3,0.619896844997129,NaN,NaN
conv1,Vegetables0024_1_S,0,3,2000,10,126,1,10,129,tw,1,cin,213339.6986,64,3,0.497402090000833,NaN,NaN
conv2,PaperCrumpled0004_1_S,0,3,2000,7,1,19,129,121,tw,1,cin,213339.6986,65,2,0.527830765000544,NaN,NaN
conv3,MetalFloorsBare0024_1_S,0,2,2000,9,20,1,61,129,tw,1,cin,213339.6986,66,2,0.341884149998805,NaN,NaN
conv1,Gravel0097_1_S,0,1,2000,5,30,1,31,129,tw,1,cin,213339.6986,67,3,0.735214969998196,NaN,NaN
PS,FlowerBeds0044_1_S,0,3,2000,9,1,51,129,88,tw,1,cin,213339.6986,68,3,0.44807656500052,NaN,NaN
