image_model,im_code,oddball,target_loc,ms_stim,synth_num,crop_x,crop_y,crop_x_2,crop_y_2,subj,session,test_location,rand_seed,trial,response,rt,eye_valid,prop_eye_valid
conv1,BrickRound0043_1_S,0,3,2000,4,44,1,102,129,tw,4,cin,212009.2637,1,3,1.80336308999995,NaN,NaN
conv3,FoodVarious0001_1_S,1,2,2000,9,1,20,129,119,tw,4,cin,212009.2637,2,2,2.29445213499957,NaN,NaN
conv5,PaperCrumpled0004_1_S,0,2,2000,2,1,108,129,23,tw,4,cin,212009.2637,3,2,1.67580089500007,NaN,NaN
conv2,GrassDead0131_1_S,0,1,2000,6,6,1,113,129,tw,4,cin,212009.2637,4,3,2.0842603899996,NaN,NaN
conv2,RooftilesCeramic0037_1_S,1,2,2000,1,9,1,106,129,tw,4,cin,212009.2637,5,2,1.36698480999985,NaN,NaN
conv5,Vegetables0024_1_S,0,3,2000,3,11,1,124,129,tw,4,cin,212009.2637,6,3,1.96844448499996,NaN,NaN
conv4,Carpet0047_1_S,1,1,2000,8,105,1,89,129,tw,4,cin,212009.2637,7,2,2.27550335499973,NaN,NaN
conv4,Gravel0097_1_S,0,2,2000,2,70,1,105,129,tw,4,cin,212009.2637,8,3,2.18455446499956,NaN,NaN
conv2,FoodVarious0001_1_S,0,1,2000,8,6,1,75,129,tw,4,cin,212009.2637,9,1,1.8700641749997,NaN,NaN
conv3,BrickRound0043_1_S,1,3,2000,6,1,21,129,100,tw,4,cin,212009.2637,10,2,1.95573305000016,NaN,NaN
conv3,RooftilesCeramic0037_1_S,1,1,2000,3,1,109,129,124,tw,4,cin,212009.2637,11,1,1.82070539499955,NaN,NaN
conv3,PaperCrumpled0004_1_S,0,2,2000,2,1,20,129,2,tw,4,cin,212009.2637,12,3,1.86281442499967,NaN,NaN
conv5,Scrapyard0033_1_S,0,2,2000,7,69,1,23,129,tw,4,cin,212009.2637,13,2,1.66878151999981,NaN,NaN
conv3,Carpet0047_1_S,1,3,2000,8,30,1,76,129,tw,4,cin,212009.2637,14,1,2.06481038499942,NaN,NaN
conv5,FlowerBeds0044_1_S,1,1,2000,3,1,6,129,112,tw,4,cin,212009.2637,15,1,2.09923151999965,NaN,NaN
conv1,Crackles0004_1_S,0,2,2000,3,90,1,112,129,tw,4,cin,212009.2637,16,2,2.06390223500011,NaN,NaN
PS,GrassDead0131_1_S,0,1,2000,7,1,121,129,119,tw,4,cin,212009.2637,17,1,2.25325723499964,NaN,NaN
conv3,Scrapyard0033_1_S,1,1,2000,3,104,1,15,129,tw,4,cin,212009.2637,18,2,1.92359859499993,NaN,NaN
conv2,Vegetables0024_1_S,0,2,2000,5,1,14,129,56,tw,4,cin,212009.2637,19,3,1.97304505999955,NaN,NaN
PS,Gravel0097_1_S,0,2,2000,2,26,1,36,129,tw,4,cin,212009.2637,20,1,2.31056368499958,NaN,NaN
