image_model,im_code,oddball,target_loc,ms_stim,synth_num,crop_x,crop_y,crop_x_2,crop_y_2,subj,session,test_location,rand_seed,trial,response,rt,eye_valid,prop_eye_valid
conv2,FlowerBeds0044_1_S,1,1,2000,3,45,1,89,129,S6,2,cin,216305.2559,1,2,2.238130705,NaN,NaN
conv2,MetalFloorsBare0024_1_S,0,1,2000,6,117,1,119,129,S6,2,cin,216305.2559,2,1,2.24180995499773,NaN,NaN
conv1,GrassDead0131_1_S,1,1,2000,4,28,1,116,129,S6,2,cin,216305.2559,3,1,1.61475127499943,NaN,NaN
conv1,FoodVarious0001_1_S,1,1,2000,9,74,1,41,129,S6,2,cin,216305.2559,4,1,1.32836011499967,NaN,NaN
conv1,PaperCrumpled0004_1_S,0,2,2000,8,1,96,129,123,S6,2,cin,216305.2559,5,2,1.32975130499835,NaN,NaN
conv3,Vegetables0024_1_S,1,3,2000,9,1,1,73,129,S6,2,cin,216305.2559,6,2,2.30193243499889,NaN,NaN
conv4,Gravel0097_1_S,0,1,2000,6,1,88,129,21,S6,2,cin,216305.2559,7,3,2.02872758499871,NaN,NaN
conv1,MetalFloorsBare0024_1_S,1,2,2000,5,75,1,89,129,S6,2,cin,216305.2559,8,2,0.990230379999048,NaN,NaN
conv5,FoodVarious0001_1_S,1,2,2000,1,83,1,88,129,S6,2,cin,216305.2559,9,2,1.59382133500003,NaN,NaN
PS,Vegetables0024_1_S,0,3,2000,6,124,1,122,129,S6,2,cin,216305.2559,10,3,1.74498163499993,NaN,NaN
PS,FlowerBeds0044_1_S,0,2,2000,7,36,1,74,129,S6,2,cin,216305.2559,11,2,1.82855640999878,NaN,NaN
conv3,Crackles0004_1_S,0,2,2000,2,56,1,23,129,S6,2,cin,216305.2559,12,3,2.53509583499908,NaN,NaN
conv4,RooftilesCeramic0037_1_S,0,1,2000,10,116,1,71,129,S6,2,cin,216305.2559,13,1,1.79744077999931,NaN,NaN
conv2,Scrapyard0033_1_S,1,2,2000,4,1,42,129,20,S6,2,cin,216305.2559,14,1,2.31793715999993,NaN,NaN
conv3,Carpet0047_1_S,0,3,2000,4,1,29,129,33,S6,2,cin,216305.2559,15,2,2.09316518500054,NaN,NaN
conv1,Gravel0097_1_S,0,1,2000,8,1,37,129,21,S6,2,cin,216305.2559,16,2,2.34339142999852,NaN,NaN
conv3,FoodVarious0001_1_S,1,1,2000,3,1,26,129,75,S6,2,cin,216305.2559,17,1,1.66368851499828,NaN,NaN
conv2,Carpet0047_1_S,0,1,2000,5,1,1,129,91,S6,2,cin,216305.2559,18,2,2.22125860499909,NaN,NaN
conv5,FlowerBeds0044_1_S,0,2,2000,8,1,44,129,101,S6,2,cin,216305.2559,19,2,2.01183317499999,NaN,NaN
PS,RooftilesCeramic0037_1_S,1,3,2000,10,1,97,129,89,S6,2,cin,216305.2559,20,1,2.55109366999932,NaN,NaN
conv5,MetalFloorsBare0024_1_S,1,3,2000,1,54,1,62,129,S6,2,cin,216305.2559,21,2,1.99573166999835,NaN,NaN
conv3,Crackles0004_1_S,0,1,2000,8,1,109,129,17,S6,2,cin,216305.2559,22,1,2.2678811299993,NaN,NaN
conv5,PaperCrumpled0004_1_S,0,2,2000,1,1,19,129,42,S6,2,cin,216305.2559,23,2,1.95114015999934,NaN,NaN
conv5,Gravel0097_1_S,0,2,2000,9,25,1,32,129,S6,2,cin,216305.2559,24,2,1.95482800500031,NaN,NaN
conv1,Carpet0047_1_S,1,1,2000,9,1,49,129,48,S6,2,cin,216305.2559,25,1,2.22757825499866,NaN,NaN
conv3,RooftilesCeramic0037_1_S,1,2,2000,9,1,49,129,97,S6,2,cin,216305.2559,26,2,1.33816273999946,NaN,NaN
PS,GrassDead0131_1_S,0,2,2000,2,1,115,129,125,S6,2,cin,216305.2559,27,2,1.77724160499929,NaN,NaN
conv1,Scrapyard0033_1_S,0,2,2000,2,48,1,52,129,S6,2,cin,216305.2559,28,2,1.59311060499931,NaN,NaN
conv5,BrickRound0043_1_S,0,3,2000,6,1,62,129,123,S6,2,cin,216305.2559,29,1,2.23777028999939,NaN,NaN
PS,MetalFloorsBare0024_1_S,0,1,2000,6,1,93,129,2,S6,2,cin,216305.2559,30,1,2.36286596500031,NaN,NaN
conv4,RooftilesCeramic0037_1_S,1,2,2000,7,1,29,129,61,S6,2,cin,216305.2559,31,2,1.48647273499955,NaN,NaN
PS,Gravel0097_1_S,1,1,2000,8,1,4,129,124,S6,2,cin,216305.2559,32,2,2.07413571999859,NaN,NaN
