image_model,im_code,oddball,target_loc,ms_stim,synth_num,crop_x,crop_y,crop_x_2,crop_y_2,subj,session,test_location,rand_seed,trial,response,rt,eye_valid,prop_eye_valid
conv3,FoodVarious0001_1_S,0,2,2000,8,1,63,129,14,S2,1,cin,213019.1742,1,2,0,NaN,NaN
conv4,Vegetables0024_1_S,1,1,2000,4,122,1,16,129,S2,1,cin,213019.1742,2,1,2.44083731000001,NaN,NaN
conv3,GrassDead0131_1_S,1,3,2000,1,1,85,129,55,S2,1,cin,213019.1742,3,3,2.36877906499967,NaN,NaN
conv4,Scrapyard0033_1_S,0,1,2000,6,1,41,129,75,S2,1,cin,213019.1742,4,1,2.4062027799996,NaN,NaN
conv4,PaperCrumpled0004_1_S,0,2,2000,1,1,26,129,28,S2,1,cin,213019.1742,5,2,2.37653935499975,NaN,NaN
conv3,Carpet0047_1_S,0,2,2000,3,61,1,81,129,S2,1,cin,213019.1742,6,2,2.64490461499963,NaN,NaN
conv5,Gravel0097_1_S,1,2,2000,3,1,7,129,103,S2,1,cin,213019.1742,7,2,2.51675686499993,NaN,NaN
conv2,Crackles0004_1_S,1,2,2000,6,1,29,129,18,S2,1,cin,213019.1742,8,2,2.28227393499992,NaN,NaN
conv2,RooftilesCeramic0037_1_S,0,3,2000,8,73,1,41,129,S2,1,cin,213019.1742,9,3,2.31284538499995,NaN,NaN
conv2,BrickRound0043_1_S,1,1,2000,8,1,12,129,62,S2,1,cin,213019.1742,10,1,2.5746662900001,NaN,NaN
conv5,Crackles0004_1_S,1,2,2000,7,1,42,129,30,S2,1,cin,213019.1742,11,1,2.37976627999979,NaN,NaN
conv5,MetalFloorsBare0024_1_S,1,1,2000,7,1,104,129,51,S2,1,cin,213019.1742,12,2,2.42072791499959,NaN,NaN
conv3,RooftilesCeramic0037_1_S,0,1,2000,2,38,1,24,129,S2,1,cin,213019.1742,13,1,2.2359216599998,NaN,NaN
conv2,Carpet0047_1_S,0,1,2000,8,1,38,129,43,S2,1,cin,213019.1742,14,2,2.278013655,NaN,NaN
