image_model,im_code,oddball,target_loc,ms_stim,synth_num,crop_x,crop_y,crop_x_2,crop_y_2,subj,session,test_location,rand_seed,trial,response,rt,eye_valid,prop_eye_valid
PS,FlowerBeds0044_1_S,0,3,2000,6,39,1,59,129,cf,5,cin,212233.6813,1,3,2.34868209999991,NaN,NaN
conv3,MetalFloorsBare0024_1_S,1,2,2000,8,71,1,83,129,cf,5,cin,212233.6813,2,2,2.39214742499985,NaN,NaN
PS,Crackles0004_1_S,1,3,2000,9,1,57,129,94,cf,5,cin,212233.6813,3,2,2.33535445999996,NaN,NaN
conv1,FlowerBeds0044_1_S,0,1,2000,5,38,1,113,129,cf,5,cin,212233.6813,4,1,2.36303307999992,NaN,NaN
conv2,PaperCrumpled0004_1_S,0,1,2000,3,57,1,69,129,cf,5,cin,212233.6813,5,2,2.39016206999986,NaN,NaN
conv4,FoodVarious0001_1_S,1,2,2000,9,13,1,101,129,cf,5,cin,212233.6813,6,2,2.43216200500001,NaN,NaN
conv3,RooftilesCeramic0037_1_S,0,2,2000,10,113,1,49,129,cf,5,cin,212233.6813,7,2,2.28649793499994,NaN,NaN
conv4,Crackles0004_1_S,1,3,2000,9,1,92,129,17,cf,5,cin,212233.6813,8,3,2.55555627999979,NaN,NaN
conv2,FlowerBeds0044_1_S,1,3,2000,10,1,31,129,17,cf,5,cin,212233.6813,9,3,2.42655219999983,NaN,NaN
conv5,Gravel0097_1_S,0,2,2000,1,33,1,7,129,cf,5,cin,212233.6813,10,2,2.33513913000002,NaN,NaN
conv1,GrassDead0131_1_S,1,2,2000,5,1,124,129,40,cf,5,cin,212233.6813,11,2,2.3028001749999,NaN,NaN
conv5,Scrapyard0033_1_S,1,2,2000,10,1,89,129,12,cf,5,cin,212233.6813,12,2,2.36924946499994,NaN,NaN
conv2,FoodVarious0001_1_S,1,2,2000,10,1,104,129,56,cf,5,cin,212233.6813,13,2,2.35332165999989,NaN,NaN
PS,Vegetables0024_1_S,1,3,2000,10,1,24,129,5,cf,5,cin,212233.6813,14,3,2.44439770999998,NaN,NaN
PS,GrassDead0131_1_S,0,1,2000,2,1,55,129,119,cf,5,cin,212233.6813,15,1,2.38181116999999,NaN,NaN
conv3,MetalFloorsBare0024_1_S,0,2,2000,4,12,1,42,129,cf,5,cin,212233.6813,16,2,2.49457912000003,NaN,NaN
conv1,Gravel0097_1_S,1,1,2000,6,1,94,129,2,cf,5,cin,212233.6813,17,1,2.3956208300001,NaN,NaN
conv5,Carpet0047_1_S,1,3,2000,6,50,1,39,129,cf,5,cin,212233.6813,18,3,2.44929653999975,NaN,NaN
conv3,GrassDead0131_1_S,1,3,2000,2,1,80,129,3,cf,5,cin,212233.6813,19,3,2.6880687549999,NaN,NaN
conv5,RooftilesCeramic0037_1_S,0,1,2000,3,1,10,129,102,cf,5,cin,212233.6813,20,1,2.42138211499991,NaN,NaN
conv4,PaperCrumpled0004_1_S,1,3,2000,7,90,1,72,129,cf,5,cin,212233.6813,21,2,2.2487328499999,NaN,NaN
conv4,Gravel0097_1_S,0,1,2000,7,1,55,129,79,cf,5,cin,212233.6813,22,2,2.53328493999993,NaN,NaN
conv4,Scrapyard0033_1_S,0,3,2000,4,17,1,112,129,cf,5,cin,212233.6813,23,2,2.49655554499986,NaN,NaN
