image_model,im_code,oddball,target_loc,ms_stim,synth_num,crop_x,crop_y,crop_x_2,crop_y_2,subj,session,test_location,rand_seed,trial,response,rt,eye_valid,prop_eye_valid
conv5,PaperCrumpled0004_1_S,1,1,2000,2,122,1,3,129,tw,6,cin,211723.1487,1,2,1.9661146599974,NaN,NaN
conv5,FoodVarious0001_1_S,1,3,2000,10,1,53,129,33,tw,6,cin,211723.1487,2,3,1.9572297550003,NaN,NaN
conv4,Crackles0004_1_S,0,3,2000,2,1,57,129,60,tw,6,cin,211723.1487,3,1,2.30834479999976,NaN,NaN
conv4,RooftilesCeramic0037_1_S,1,2,2000,5,12,1,84,129,tw,6,cin,211723.1487,4,2,1.83510702000058,NaN,NaN
conv1,GrassDead0131_1_S,0,2,2000,10,1,108,129,95,tw,6,cin,211723.1487,5,2,1.41352163499687,NaN,NaN
PS,FoodVarious0001_1_S,0,1,2000,8,1,32,129,87,tw,6,cin,211723.1487,6,1,1.76924017499914,NaN,NaN
conv5,PaperCrumpled0004_1_S,0,3,2000,5,122,1,14,129,tw,6,cin,211723.1487,7,2,1.50773485500031,NaN,NaN
conv3,Carpet0047_1_S,1,1,2000,5,1,35,129,5,tw,6,cin,211723.1487,8,2,2.0145729399992,NaN,NaN
conv1,Vegetables0024_1_S,1,2,2000,5,1,4,129,91,tw,6,cin,211723.1487,9,2,1.72148965999804,NaN,NaN
conv4,BrickRound0043_1_S,0,3,2000,5,1,78,129,35,tw,6,cin,211723.1487,10,3,2.44929263999802,NaN,NaN
PS,PaperCrumpled0004_1_S,1,2,2000,3,1,86,129,58,tw,6,cin,211723.1487,11,3,1.88026918999822,NaN,NaN
conv4,FoodVarious0001_1_S,1,2,2000,4,44,1,31,129,tw,6,cin,211723.1487,12,2,1.9199103999963,NaN,NaN
conv4,Gravel0097_1_S,0,3,2000,6,1,43,129,110,tw,6,cin,211723.1487,13,3,2.37683140499576,NaN,NaN
conv1,MetalFloorsBare0024_1_S,0,2,2000,9,77,1,94,129,tw,6,cin,211723.1487,14,2,1.18233431999761,NaN,NaN
conv4,FoodVarious0001_1_S,0,2,2000,6,1,39,129,84,tw,6,cin,211723.1487,15,3,2.70421241499935,NaN,NaN
PS,Crackles0004_1_S,0,2,2000,5,1,99,129,25,tw,6,cin,211723.1487,16,2,2.59422078499847,NaN,NaN
conv1,BrickRound0043_1_S,0,2,2000,6,1,26,129,89,tw,6,cin,211723.1487,17,2,1.25964379499783,NaN,NaN
conv2,Scrapyard0033_1_S,0,2,2000,2,1,65,129,44,tw,6,cin,211723.1487,18,1,2.54580230500142,NaN,NaN
conv2,PaperCrumpled0004_1_S,0,1,2000,8,1,63,129,128,tw,6,cin,211723.1487,19,3,1.86900433499613,NaN,NaN
conv1,GrassDead0131_1_S,1,1,2000,7,1,18,129,112,tw,6,cin,211723.1487,20,1,2.00313473499773,NaN,NaN
PS,BrickRound0043_1_S,1,1,2000,7,57,1,45,129,tw,6,cin,211723.1487,21,1,1.61824492999949,NaN,NaN
