image_model,im_code,oddball,target_loc,ms_stim,synth_num,crop_x,crop_y,crop_x_2,crop_y_2,subj,session,test_location,rand_seed,trial,response,rt,eye_valid,prop_eye_valid
conv2,PaperCrumpled0004_1_S,0,2,2000,8,21,1,63,129,S4,2,cin,210492.239,1,2,1.32528467499833,NaN,NaN
conv2,Crackles0004_1_S,0,3,2000,5,1,85,129,96,S4,2,cin,210492.239,2,2,1.4655205149993,NaN,NaN
conv2,Gravel0097_1_S,1,1,2000,10,1,96,129,100,S4,2,cin,210492.239,3,1,1.86311247999947,NaN,NaN
conv5,Carpet0047_1_S,1,3,2000,6,79,1,37,129,S4,2,cin,210492.239,4,2,2.32806652999898,NaN,NaN
conv4,Vegetables0024_1_S,1,3,2000,9,107,1,117,129,S4,2,cin,210492.239,5,3,2.20573220000006,NaN,NaN
PS,Crackles0004_1_S,1,2,2000,7,16,1,73,129,S4,2,cin,210492.239,6,2,1.34620448499845,NaN,NaN
conv3,RooftilesCeramic0037_1_S,0,2,2000,9,100,1,30,129,S4,2,cin,210492.239,7,2,1.50127157499992,NaN,NaN
conv2,Vegetables0024_1_S,1,1,2000,6,104,1,58,129,S4,2,cin,210492.239,8,1,1.09450459499931,NaN,NaN
conv2,Gravel0097_1_S,1,1,2000,5,1,82,129,52,S4,2,cin,210492.239,9,2,1.54796261000047,NaN,NaN
conv3,Carpet0047_1_S,1,2,2000,2,126,1,86,129,S4,2,cin,210492.239,10,2,1.74485701999947,NaN,NaN
PS,MetalFloorsBare0024_1_S,0,3,2000,2,1,47,129,69,S4,2,cin,210492.239,11,2,1.90931694000028,NaN,NaN
conv2,FoodVarious0001_1_S,1,3,2000,8,15,1,15,129,S4,2,cin,210492.239,12,3,1.37216081499901,NaN,NaN
conv2,RooftilesCeramic0037_1_S,1,1,2000,4,104,1,60,129,S4,2,cin,210492.239,13,1,1.7005612949979,NaN,NaN
conv3,Crackles0004_1_S,0,3,2000,3,1,93,129,1,S4,2,cin,210492.239,14,2,2.26075824500003,NaN,NaN
PS,BrickRound0043_1_S,1,3,2000,4,1,32,129,46,S4,2,cin,210492.239,15,3,2.53885775499839,NaN,NaN
conv5,FoodVarious0001_1_S,1,3,2000,8,1,17,129,114,S4,2,cin,210492.239,16,3,1.70132521999949,NaN,NaN
conv3,MetalFloorsBare0024_1_S,0,1,2000,6,48,1,26,129,S4,2,cin,210492.239,17,1,1.96518004999962,NaN,NaN
conv3,Vegetables0024_1_S,1,2,2000,6,1,53,129,38,S4,2,cin,210492.239,18,3,2.03751703499984,NaN,NaN
conv1,RooftilesCeramic0037_1_S,1,3,2000,10,9,1,18,129,S4,2,cin,210492.239,19,3,0.976906034999047,NaN,NaN
conv2,Crackles0004_1_S,0,2,2000,6,96,1,96,129,S4,2,cin,210492.239,20,3,1.60951654999917,NaN,NaN
conv5,GrassDead0131_1_S,0,2,2000,1,46,1,48,129,S4,2,cin,210492.239,21,2,1.5542872399983,NaN,NaN
conv5,RooftilesCeramic0037_1_S,0,3,2000,6,1,23,129,101,S4,2,cin,210492.239,22,3,1.77452678000009,NaN,NaN
conv4,MetalFloorsBare0024_1_S,0,3,2000,2,1,106,129,70,S4,2,cin,210492.239,23,2,1.42339245999938,NaN,NaN
PS,Carpet0047_1_S,1,3,2000,7,121,1,69,129,S4,2,cin,210492.239,24,2,1.73454614000002,NaN,NaN
PS,FlowerBeds0044_1_S,0,3,2000,1,66,1,127,129,S4,2,cin,210492.239,25,3,1.80140355999902,NaN,NaN
conv4,MetalFloorsBare0024_1_S,0,1,2000,8,1,109,129,111,S4,2,cin,210492.239,26,1,1.53859157000079,NaN,NaN
