image_model,im_code,oddball,target_loc,ms_stim,synth_num,crop_x,crop_y,crop_x_2,crop_y_2,subj,session,test_location,rand_seed,trial,response,rt,eye_valid,prop_eye_valid
conv3,MetalFloorsBare0024_1_S,0,1,200,1,1,69,129,69,tw,5,cin,206831.3834,1,2,0.770884624998871,NaN,NaN
conv1,RooftilesCeramic0037_1_S,1,3,200,1,1,118,129,88,tw,5,cin,206831.3834,2,3,0.565918774998863,NaN,NaN
conv5,PaperCrumpled0004_1_S,1,2,200,4,38,1,57,129,tw,5,cin,206831.3834,3,3,0.816951459997654,NaN,NaN
PS,GrassDead0131_1_S,1,1,200,4,127,1,39,129,tw,5,cin,206831.3834,4,2,0.768871454998589,NaN,NaN
conv1,Crackles0004_1_S,0,3,200,5,120,1,102,129,tw,5,cin,206831.3834,5,3,0.907125064997672,NaN,NaN
PS,BrickRound0043_1_S,0,1,200,2,1,58,129,66,tw,5,cin,206831.3834,6,2,0.944929580000462,NaN,NaN
conv1,Scrapyard0033_1_S,0,2,200,1,100,1,70,129,tw,5,cin,206831.3834,7,2,0.938998744997662,NaN,NaN
conv1,Carpet0047_1_S,1,2,200,5,101,1,22,129,tw,5,cin,206831.3834,8,2,0.815881434999028,NaN,NaN
conv2,Gravel0097_1_S,1,1,200,8,37,1,106,129,tw,5,cin,206831.3834,9,1,0.913950429996476,NaN,NaN
conv4,Vegetables0024_1_S,1,1,200,3,15,1,124,129,tw,5,cin,206831.3834,10,2,0.95685930000036,NaN,NaN
conv2,Carpet0047_1_S,0,1,200,4,82,1,39,129,tw,5,cin,206831.3834,11,2,1.04312025000036,NaN,NaN
conv1,PaperCrumpled0004_1_S,1,3,200,5,1,84,129,39,tw,5,cin,206831.3834,12,1,0.842453764998936,NaN,NaN
conv5,FlowerBeds0044_1_S,1,1,200,8,87,1,30,129,tw,5,cin,206831.3834,13,1,1.01895877999777,NaN,NaN
conv1,Carpet0047_1_S,0,3,200,5,104,1,61,129,tw,5,cin,206831.3834,14,3,0.850078454997856,NaN,NaN
