image_model,im_code,oddball,target_loc,ms_stim,synth_num,crop_x,crop_y,crop_x_2,crop_y_2,subj,session,test_location,rand_seed,trial,response,rt,eye_valid,prop_eye_valid
conv1,Scrapyard0033_1_S,1,2,2000,1,73,1,60,129,cf,3,cin,207474.9797,1,2,2.61169436499949,NaN,NaN
conv1,Crackles0004_1_S,0,3,2000,1,1,39,129,40,cf,3,cin,207474.9797,2,3,2.5268932099998,NaN,NaN
conv5,Gravel0097_1_S,0,1,2000,3,84,1,87,129,cf,3,cin,207474.9797,3,2,2.38902328999984,NaN,NaN
conv1,MetalFloorsBare0024_1_S,1,1,2000,7,1,115,129,4,cf,3,cin,207474.9797,4,1,2.48137611999982,NaN,NaN
conv5,FlowerBeds0044_1_S,0,2,2000,7,63,1,73,129,cf,3,cin,207474.9797,5,2,2.58677638999961,NaN,NaN
conv4,RooftilesCeramic0037_1_S,0,3,2000,3,1,73,129,118,cf,3,cin,207474.9797,6,3,2.27732416499975,NaN,NaN
conv4,MetalFloorsBare0024_1_S,0,2,2000,9,6,1,15,129,cf,3,cin,207474.9797,7,2,2.38757701499981,NaN,NaN
conv2,GrassDead0131_1_S,1,3,2000,4,33,1,119,129,cf,3,cin,207474.9797,8,3,2.47760216499955,NaN,NaN
conv2,Crackles0004_1_S,0,1,2000,3,1,40,129,15,cf,3,cin,207474.9797,9,1,2.5065799049994,NaN,NaN
PS,RooftilesCeramic0037_1_S,1,2,2000,7,1,6,129,25,cf,3,cin,207474.9797,10,2,2.53228185999978,NaN,NaN
conv4,Scrapyard0033_1_S,1,1,2000,6,54,1,38,129,cf,3,cin,207474.9797,11,3,2.54675920999989,NaN,NaN
PS,Carpet0047_1_S,1,2,2000,1,123,1,81,129,cf,3,cin,207474.9797,12,2,2.49608682499957,NaN,NaN
conv4,BrickRound0043_1_S,1,1,2000,3,1,117,129,79,cf,3,cin,207474.9797,13,1,2.55292772499979,NaN,NaN
conv1,Scrapyard0033_1_S,0,1,2000,8,69,1,62,129,cf,3,cin,207474.9797,14,1,2.3590991899996,NaN,NaN
conv5,Crackles0004_1_S,1,3,2000,6,1,1,129,106,cf,3,cin,207474.9797,15,1,2.5380368899996,NaN,NaN
conv2,Gravel0097_1_S,1,1,2000,3,36,1,52,129,cf,3,cin,207474.9797,16,2,2.50003293999998,NaN,NaN
conv2,RooftilesCeramic0037_1_S,1,3,2000,3,1,14,129,112,cf,3,cin,207474.9797,17,3,2.73602237499972,NaN,NaN
conv1,MetalFloorsBare0024_1_S,1,1,2000,5,1,89,129,109,cf,3,cin,207474.9797,18,1,2.38650945500012,NaN,NaN
PS,Gravel0097_1_S,0,2,2000,7,1,45,129,94,cf,3,cin,207474.9797,19,2,2.35975779500041,NaN,NaN
PS,FoodVarious0001_1_S,0,3,2000,4,113,1,17,129,cf,3,cin,207474.9797,20,3,2.45312695999928,NaN,NaN
conv1,Crackles0004_1_S,0,2,2000,5,92,1,69,129,cf,3,cin,207474.9797,21,2,2.42841410999972,NaN,NaN
conv4,Vegetables0024_1_S,1,2,2000,4,8,1,37,129,cf,3,cin,207474.9797,22,2,2.6215821400001,NaN,NaN
conv3,FoodVarious0001_1_S,1,2,2000,6,1,128,129,16,cf,3,cin,207474.9797,23,2,2.44696658999965,NaN,NaN
PS,BrickRound0043_1_S,0,2,2000,2,1,29,129,111,cf,3,cin,207474.9797,24,2,2.40557073499895,NaN,NaN
conv2,Carpet0047_1_S,0,2,2000,9,17,1,8,129,cf,3,cin,207474.9797,25,3,2.45915532500021,NaN,NaN
conv2,PaperCrumpled0004_1_S,0,1,2000,5,1,116,129,43,cf,3,cin,207474.9797,26,1,2.38207280999995,NaN,NaN
conv1,Gravel0097_1_S,1,2,2000,3,1,24,129,102,cf,3,cin,207474.9797,27,2,2.59717584000009,NaN,NaN
PS,Scrapyard0033_1_S,0,1,2000,4,113,1,79,129,cf,3,cin,207474.9797,28,1,2.49160495499927,NaN,NaN
conv4,FlowerBeds0044_1_S,0,3,2000,7,1,106,129,108,cf,3,cin,207474.9797,29,1,2.68796827999995,NaN,NaN
PS,BrickRound0043_1_S,1,2,2000,1,59,1,7,129,cf,3,cin,207474.9797,30,2,2.39009718999932,NaN,NaN
conv2,Vegetables0024_1_S,0,2,2000,10,1,78,129,40,cf,3,cin,207474.9797,31,2,2.44045849999929,NaN,NaN
conv1,RooftilesCeramic0037_1_S,0,1,2000,10,1,85,129,76,cf,3,cin,207474.9797,32,1,2.24890915000015,NaN,NaN
PS,FlowerBeds0044_1_S,0,3,2000,7,1,80,129,127,cf,3,cin,207474.9797,33,3,2.41479035999964,NaN,NaN
PS,Gravel0097_1_S,1,2,2000,2,1,107,129,33,cf,3,cin,207474.9797,34,1,2.49061551999966,NaN,NaN
conv3,Crackles0004_1_S,0,1,2000,5,1,128,129,8,cf,3,cin,207474.9797,35,1,2.29696371999944,NaN,NaN
conv2,GrassDead0131_1_S,0,1,2000,7,37,1,18,129,cf,3,cin,207474.9797,36,3,2.26160975499897,NaN,NaN
