image_model,im_code,oddball,target_loc,ms_stim,synth_num,crop_x,crop_y,crop_x_2,crop_y_2,subj,session,test_location,rand_seed,trial,response,rt,eye_valid,prop_eye_valid
PS,Crackles0004_1_S,0,3,2000,7,1,24,129,13,cf,9,cin,211997.3967,1,2,2.49162670499936,NaN,NaN
conv3,RooftilesCeramic0037_1_S,0,3,2000,5,28,1,35,129,cf,9,cin,211997.3967,2,3,2.48125281499961,NaN,NaN
PS,Carpet0047_1_S,0,1,2000,2,104,1,34,129,cf,9,cin,211997.3967,3,2,2.42056706999938,NaN,NaN
conv4,GrassDead0131_1_S,0,1,2000,7,1,21,129,19,cf,9,cin,211997.3967,4,2,2.60214970499874,NaN,NaN
conv5,Vegetables0024_1_S,0,3,2000,3,60,1,54,129,cf,9,cin,211997.3967,5,2,2.4930489699982,NaN,NaN
conv2,BrickRound0043_1_S,0,3,2000,1,1,117,129,2,cf,9,cin,211997.3967,6,3,2.44892069999878,NaN,NaN
PS,Scrapyard0033_1_S,1,2,2000,4,1,50,129,110,cf,9,cin,211997.3967,7,2,2.57120577000023,NaN,NaN
PS,RooftilesCeramic0037_1_S,1,2,2000,3,17,1,39,129,cf,9,cin,211997.3967,8,2,2.5434599500004,NaN,NaN
conv2,Carpet0047_1_S,0,3,2000,2,59,1,9,129,cf,9,cin,211997.3967,9,2,2.56767586999922,NaN,NaN
conv4,GrassDead0131_1_S,1,3,2000,9,18,1,61,129,cf,9,cin,211997.3967,10,1,2.38931901999968,NaN,NaN
conv5,MetalFloorsBare0024_1_S,1,1,2000,6,1,90,129,26,cf,9,cin,211997.3967,11,1,2.49975362499936,NaN,NaN
conv1,BrickRound0043_1_S,0,1,2000,2,1,48,129,122,cf,9,cin,211997.3967,12,1,2.35477532999903,NaN,NaN
conv3,PaperCrumpled0004_1_S,1,3,2000,9,1,16,129,85,cf,9,cin,211997.3967,13,3,2.43953234999935,NaN,NaN
