image_model,im_code,oddball,target_loc,ms_stim,synth_num,crop_x,crop_y,crop_x_2,crop_y_2,subj,session,test_location,rand_seed,trial,response,rt,eye_valid,prop_eye_valid
conv5,Carpet0047_1_S,0,1,2000,5,41,1,6,129,S2,1,cin,211703.8452,1,1,2.58803089000003,NaN,NaN
powerspec,MetalFloorsBare0024_1_S,0,2,2000,4,1,44,129,29,S2,1,cin,211703.8452,2,2,2.38836773499997,NaN,NaN
conv5,RooftilesCeramic0037_1_S,1,2,2000,5,1,43,129,78,S2,1,cin,211703.8452,3,2,2.14127392,NaN,NaN
PS,FoodVarious0001_1_S,1,1,2000,7,117,1,7,129,S2,1,cin,211703.8452,4,1,2.01394440999991,NaN,NaN
conv5,Scrapyard0033_1_S,0,3,2000,1,1,49,129,39,S2,1,cin,211703.8452,5,1,2.42422106000004,NaN,NaN
PS,Vegetables0024_1_S,1,3,2000,7,1,71,129,1,S2,1,cin,211703.8452,6,3,2.27157702499994,NaN,NaN
powerspec,RooftilesCeramic0037_1_S,1,2,2000,9,111,1,50,129,S2,1,cin,211703.8452,7,2,2.76317397499986,NaN,NaN
conv5,BrickRound0043_1_S,0,2,2000,3,1,122,129,83,S2,1,cin,211703.8452,8,2,2.17533085999992,NaN,NaN
PS,PaperCrumpled0004_1_S,1,3,2000,4,75,1,28,129,S2,1,cin,211703.8452,9,3,2.14877733999992,NaN,NaN
PS,Carpet0047_1_S,0,2,2000,7,9,1,104,129,S2,1,cin,211703.8452,10,3,2.53750106999996,NaN,NaN
conv5,Vegetables0024_1_S,0,1,2000,6,12,1,1,129,S2,1,cin,211703.8452,11,2,2.60389093999993,NaN,NaN
powerspec,Crackles0004_1_S,0,2,2000,5,33,1,88,129,S2,1,cin,211703.8452,12,2,2.63258103499993,NaN,NaN
powerspec,Gravel0097_1_S,1,2,2000,7,1,57,129,70,S2,1,cin,211703.8452,13,2,2.64569962999997,NaN,NaN
PS,RooftilesCeramic0037_1_S,0,2,2000,8,8,1,122,129,S2,1,cin,211703.8452,14,2,2.39097957999991,NaN,NaN
PS,GrassDead0131_1_S,1,2,2000,8,120,1,87,129,S2,1,cin,211703.8452,15,2,2.60282518500003,NaN,NaN
PS,Gravel0097_1_S,0,1,2000,7,1,44,129,125,S2,1,cin,211703.8452,16,3,2.82548044999976,NaN,NaN
powerspec,PaperCrumpled0004_1_S,0,3,2000,2,79,1,72,129,S2,1,cin,211703.8452,17,3,2.44632533999993,NaN,NaN
conv5,Vegetables0024_1_S,0,3,2000,7,1,14,129,4,S2,1,cin,211703.8452,18,1,2.27896624000005,NaN,NaN
PS,Carpet0047_1_S,1,1,2000,10,1,49,129,72,S2,1,cin,211703.8452,19,2,2.76903134999998,NaN,NaN
powerspec,Gravel0097_1_S,0,3,2000,3,1,46,129,58,S2,1,cin,211703.8452,20,1,2.88286805999996,NaN,NaN
PS,Crackles0004_1_S,0,2,2000,7,38,1,52,129,S2,1,cin,211703.8452,21,2,0,NaN,NaN
conv5,MetalFloorsBare0024_1_S,0,3,2000,6,16,1,97,129,S2,1,cin,211703.8452,22,1,2.67258779000008,NaN,NaN
powerspec,BrickRound0043_1_S,0,3,2000,6,1,2,129,14,S2,1,cin,211703.8452,23,3,2.1960186849999,NaN,NaN
conv5,Carpet0047_1_S,0,3,2000,10,116,1,60,129,S2,1,cin,211703.8452,24,2,2.69290271,NaN,NaN
powerspec,MetalFloorsBare0024_1_S,1,1,2000,6,1,114,129,32,S2,1,cin,211703.8452,25,na,NaN,NaN,NaN
conv5,FlowerBeds0044_1_S,0,3,2000,8,1,65,129,52,S2,1,cin,211703.8452,26,2,2.61961507000001,NaN,NaN
PS,Gravel0097_1_S,0,2,2000,1,1,1,129,7,S2,1,cin,211703.8452,27,2,2.45278860500002,NaN,NaN
conv5,RooftilesCeramic0037_1_S,0,2,2000,5,11,1,2,129,S2,1,cin,211703.8452,28,2,2.0761740649998,NaN,NaN
conv5,Crackles0004_1_S,1,1,2000,9,8,1,33,129,S2,1,cin,211703.8452,29,2,2.69456388000003,NaN,NaN
PS,Carpet0047_1_S,0,3,2000,6,1,72,129,70,S2,1,cin,211703.8452,30,2,2.75867736999999,NaN,NaN
PS,PaperCrumpled0004_1_S,1,3,2000,4,1,8,129,23,S2,1,cin,211703.8452,31,2,2.54090558500002,NaN,NaN
conv5,GrassDead0131_1_S,0,1,2000,4,112,1,67,129,S2,1,cin,211703.8452,32,1,2.90288758499992,NaN,NaN
PS,Scrapyard0033_1_S,1,2,2000,5,15,1,112,129,S2,1,cin,211703.8452,33,2,2.58584769000004,NaN,NaN
PS,BrickRound0043_1_S,0,3,2000,1,99,1,22,129,S2,1,cin,211703.8452,34,3,2.10062832499989,NaN,NaN
conv5,FoodVarious0001_1_S,0,3,2000,2,102,1,80,129,S2,1,cin,211703.8452,35,1,2.54937766499984,NaN,NaN
PS,GrassDead0131_1_S,1,3,2000,5,1,105,129,82,S2,1,cin,211703.8452,36,3,2.55706495000004,NaN,NaN
conv5,Crackles0004_1_S,1,1,2000,10,1,89,129,5,S2,1,cin,211703.8452,37,2,2.65590014500003,NaN,NaN
powerspec,MetalFloorsBare0024_1_S,1,3,2000,1,1,85,129,28,S2,1,cin,211703.8452,38,3,2.23558931000002,NaN,NaN
PS,FlowerBeds0044_1_S,0,2,2000,3,52,1,80,129,S2,1,cin,211703.8452,39,2,2.51549780999994,NaN,NaN
powerspec,Vegetables0024_1_S,0,1,2000,6,5,1,105,129,S2,1,cin,211703.8452,40,1,2.53580502999989,NaN,NaN
PS,FoodVarious0001_1_S,1,1,2000,6,1,19,129,10,S2,1,cin,211703.8452,41,1,2.06911160000004,NaN,NaN
powerspec,BrickRound0043_1_S,1,1,2000,2,1,12,129,41,S2,1,cin,211703.8452,42,1,2.601611865,NaN,NaN
powerspec,Carpet0047_1_S,1,3,2000,1,1,82,129,77,S2,1,cin,211703.8452,43,2,2.65014445499992,NaN,NaN
powerspec,FlowerBeds0044_1_S,1,1,2000,5,1,54,129,111,S2,1,cin,211703.8452,44,1,2.81053573000008,NaN,NaN
PS,Scrapyard0033_1_S,0,1,2000,9,44,1,43,129,S2,1,cin,211703.8452,45,2,2.78250196499994,NaN,NaN
PS,FoodVarious0001_1_S,0,3,2000,1,62,1,106,129,S2,1,cin,211703.8452,46,3,1.91459325499977,NaN,NaN
PS,GrassDead0131_1_S,1,1,2000,4,76,1,9,129,S2,1,cin,211703.8452,47,1,2.37942988000009,NaN,NaN
conv5,FlowerBeds0044_1_S,1,3,2000,8,33,1,66,129,S2,1,cin,211703.8452,48,2,2.93028573999982,NaN,NaN
conv5,PaperCrumpled0004_1_S,0,3,2000,3,1,36,129,93,S2,1,cin,211703.8452,49,2,2.79565363500001,NaN,NaN
conv5,BrickRound0043_1_S,0,3,2000,6,114,1,41,129,S2,1,cin,211703.8452,50,1,2.77070524500004,NaN,NaN
PS,GrassDead0131_1_S,0,1,2000,9,92,1,46,129,S2,1,cin,211703.8452,51,1,2.41032954999991,NaN,NaN
conv5,Gravel0097_1_S,1,3,2000,5,1,55,129,58,S2,1,cin,211703.8452,52,3,2.40902203499991,NaN,NaN
conv5,BrickRound0043_1_S,1,2,2000,2,30,1,120,129,S2,1,cin,211703.8452,53,3,2.66706537499999,NaN,NaN
powerspec,FlowerBeds0044_1_S,0,2,2000,9,15,1,58,129,S2,1,cin,211703.8452,54,2,2.51926687500008,NaN,NaN
PS,Vegetables0024_1_S,0,3,2000,4,102,1,73,129,S2,1,cin,211703.8452,55,3,2.06039969499989,NaN,NaN
PS,MetalFloorsBare0024_1_S,0,2,2000,3,125,1,51,129,S2,1,cin,211703.8452,56,2,2.37717094999994,NaN,NaN
powerspec,Crackles0004_1_S,0,3,2000,3,1,86,129,101,S2,1,cin,211703.8452,57,2,2.61160725499985,NaN,NaN
conv5,RooftilesCeramic0037_1_S,1,2,2000,4,8,1,95,129,S2,1,cin,211703.8452,58,2,2.41628485000001,NaN,NaN
powerspec,BrickRound0043_1_S,0,1,2000,9,53,1,106,129,S2,1,cin,211703.8452,59,3,2.19216192499994,NaN,NaN
PS,GrassDead0131_1_S,1,2,2000,8,1,112,129,96,S2,1,cin,211703.8452,60,2,1.96372928999995,NaN,NaN
powerspec,Vegetables0024_1_S,0,1,2000,3,1,6,129,41,S2,1,cin,211703.8452,61,1,2.63094457499983,NaN,NaN
