image_model,im_code,oddball,target_loc,ms_stim,synth_num,crop_x,crop_y,crop_x_2,crop_y_2,subj,session,test_location,rand_seed,trial,response,rt,eye_valid,prop_eye_valid
powerspec,Vegetables0024_1_S,0,1,200,6,38,1,56,129,tw,1,cin,208210.4616,1,2,0.820150035,NaN,NaN
powerspec,BrickRound0043_1_S,0,1,200,10,8,1,16,129,tw,1,cin,208210.4616,2,3,0.800242155,NaN,NaN
conv5,Crackles0004_1_S,0,1,200,6,1,79,129,25,tw,1,cin,208210.4616,3,1,0.874930275,NaN,NaN
conv5,FlowerBeds0044_1_S,0,1,200,10,1,22,129,99,tw,1,cin,208210.4616,4,1,0.886727645,NaN,NaN
PS,Scrapyard0033_1_S,1,3,200,6,1,76,129,52,tw,1,cin,208210.4616,5,2,0.74236045,NaN,NaN
powerspec,RooftilesCeramic0037_1_S,0,3,200,4,34,1,45,129,tw,1,cin,208210.4616,6,1,1.0299034,NaN,NaN
powerspec,PaperCrumpled0004_1_S,1,1,200,2,1,25,129,71,tw,1,cin,208210.4616,7,2,0.971159465,NaN,NaN
powerspec,Gravel0097_1_S,1,2,200,6,1,87,129,62,tw,1,cin,208210.4616,8,3,0.74143489,NaN,NaN
powerspec,FlowerBeds0044_1_S,0,2,200,1,1,99,129,116,tw,1,cin,208210.4616,9,1,0.950731315,NaN,NaN
PS,FoodVarious0001_1_S,1,1,200,5,125,1,73,129,tw,1,cin,208210.4616,10,2,0.844340475,NaN,NaN
conv5,Vegetables0024_1_S,1,1,200,1,1,9,129,100,tw,1,cin,208210.4616,11,3,0.894344975,NaN,NaN
conv5,Gravel0097_1_S,0,2,200,3,65,1,39,129,tw,1,cin,208210.4616,12,2,0.899199415,NaN,NaN
PS,PaperCrumpled0004_1_S,0,2,200,8,99,1,90,129,tw,1,cin,208210.4616,13,3,0.85437417,NaN,NaN
powerspec,Crackles0004_1_S,0,3,200,3,1,25,129,72,tw,1,cin,208210.4616,14,2,0.905438345,NaN,NaN
powerspec,Vegetables0024_1_S,0,2,200,2,1,43,129,46,tw,1,cin,208210.4616,15,1,0.73628814,NaN,NaN
conv5,GrassDead0131_1_S,1,3,200,7,1,57,129,114,tw,1,cin,208210.4616,16,3,0.7507036,NaN,NaN
powerspec,RooftilesCeramic0037_1_S,1,3,200,3,4,1,27,129,tw,1,cin,208210.4616,17,1,0.75462459,NaN,NaN
powerspec,MetalFloorsBare0024_1_S,0,3,200,1,1,54,129,85,tw,1,cin,208210.4616,18,3,0.890486135,NaN,NaN
PS,Vegetables0024_1_S,1,2,200,8,1,44,129,112,tw,1,cin,208210.4616,19,3,0.92877544,NaN,NaN
conv5,FlowerBeds0044_1_S,0,2,200,10,37,1,40,129,tw,1,cin,208210.4616,20,2,0.75089353,NaN,NaN
PS,FoodVarious0001_1_S,1,2,200,7,1,33,129,28,tw,1,cin,208210.4616,21,2,0.84485453,NaN,NaN
PS,Crackles0004_1_S,1,3,200,2,85,1,65,129,tw,1,cin,208210.4616,22,3,0.928066705,NaN,NaN
powerspec,Scrapyard0033_1_S,1,2,200,9,118,1,63,129,tw,1,cin,208210.4616,23,2,0.89933197,NaN,NaN
powerspec,BrickRound0043_1_S,1,2,200,4,1,41,129,127,tw,1,cin,208210.4616,24,1,0.944944825,NaN,NaN
conv5,Gravel0097_1_S,1,3,200,4,1,58,129,24,tw,1,cin,208210.4616,25,2,0.73515325,NaN,NaN
PS,Carpet0047_1_S,0,2,200,1,1,6,129,46,tw,1,cin,208210.4616,26,1,0.843487955,NaN,NaN
conv5,MetalFloorsBare0024_1_S,1,2,200,1,1,16,129,95,tw,1,cin,208210.4616,27,2,0.967928585,NaN,NaN
PS,FoodVarious0001_1_S,1,2,200,6,1,69,129,56,tw,1,cin,208210.4616,28,2,0.89772591,NaN,NaN
conv5,PaperCrumpled0004_1_S,0,2,200,10,1,1,129,34,tw,1,cin,208210.4616,29,3,0.722180115,NaN,NaN
conv5,FlowerBeds0044_1_S,0,1,200,9,104,1,89,129,tw,1,cin,208210.4616,30,2,0.90715706,NaN,NaN
conv5,Scrapyard0033_1_S,0,2,200,4,8,1,89,129,tw,1,cin,208210.4616,31,1,0.656531365,NaN,NaN
conv5,BrickRound0043_1_S,1,2,200,5,1,76,129,42,tw,1,cin,208210.4616,32,3,0.680704965,NaN,NaN
PS,MetalFloorsBare0024_1_S,1,3,200,9,14,1,86,129,tw,1,cin,208210.4616,33,2,0.77983496,NaN,NaN
powerspec,FlowerBeds0044_1_S,1,1,200,1,1,41,129,25,tw,1,cin,208210.4616,34,1,0.721006065,NaN,NaN
PS,Vegetables0024_1_S,1,3,200,3,69,1,98,129,tw,1,cin,208210.4616,35,2,0.704978275,NaN,NaN
PS,BrickRound0043_1_S,0,2,200,4,3,1,42,129,tw,1,cin,208210.4616,36,2,0.80184848,NaN,NaN
conv5,PaperCrumpled0004_1_S,1,2,200,3,1,63,129,49,tw,1,cin,208210.4616,37,3,0.86332141,NaN,NaN
powerspec,GrassDead0131_1_S,1,1,200,5,1,12,129,95,tw,1,cin,208210.4616,38,1,0.72374827,NaN,NaN
powerspec,BrickRound0043_1_S,0,3,200,9,1,59,129,119,tw,1,cin,208210.4616,39,1,0.75719983,NaN,NaN
PS,RooftilesCeramic0037_1_S,1,3,200,2,127,1,101,129,tw,1,cin,208210.4616,40,1,0.814356455,NaN,NaN
powerspec,FoodVarious0001_1_S,0,2,200,8,1,64,129,42,tw,1,cin,208210.4616,41,1,0.803150055,NaN,NaN
conv5,BrickRound0043_1_S,1,1,200,6,1,77,129,119,tw,1,cin,208210.4616,42,2,0.77074286,NaN,NaN
conv5,GrassDead0131_1_S,0,3,200,2,89,1,45,129,tw,1,cin,208210.4616,43,1,0.72334208,NaN,NaN
PS,FlowerBeds0044_1_S,0,2,200,7,27,1,95,129,tw,1,cin,208210.4616,44,2,0.858546575,NaN,NaN
powerspec,BrickRound0043_1_S,1,2,200,6,109,1,2,129,tw,1,cin,208210.4616,45,3,0.689952815,NaN,NaN
conv5,Scrapyard0033_1_S,0,3,200,10,86,1,6,129,tw,1,cin,208210.4616,46,1,0.610537515,NaN,NaN
conv5,Gravel0097_1_S,1,1,200,1,1,125,129,68,tw,1,cin,208210.4616,47,3,0.8703418,NaN,NaN
powerspec,GrassDead0131_1_S,0,1,200,7,1,74,129,38,tw,1,cin,208210.4616,48,1,0.695110985,NaN,NaN
conv5,Crackles0004_1_S,0,1,200,4,95,1,114,129,tw,1,cin,208210.4616,49,2,0.800115595,NaN,NaN
PS,RooftilesCeramic0037_1_S,1,3,200,8,95,1,108,129,tw,1,cin,208210.4616,50,3,0.90571093,NaN,NaN
powerspec,Carpet0047_1_S,0,2,200,9,52,1,10,129,tw,1,cin,208210.4616,51,1,0.73905409,NaN,NaN
conv5,FoodVarious0001_1_S,0,3,200,8,64,1,19,129,tw,1,cin,208210.4616,52,2,0.723465815,NaN,NaN
conv5,Vegetables0024_1_S,0,2,200,8,1,24,129,87,tw,1,cin,208210.4616,53,2,0.83234676,NaN,NaN
PS,PaperCrumpled0004_1_S,0,1,200,7,1,97,129,94,tw,1,cin,208210.4616,54,3,0.81771799,NaN,NaN
PS,Scrapyard0033_1_S,0,3,200,9,1,43,129,79,tw,1,cin,208210.4616,55,1,0.83856653,NaN,NaN
conv5,FlowerBeds0044_1_S,1,3,200,2,1,34,129,68,tw,1,cin,208210.4616,56,2,0.80863715,NaN,NaN
PS,RooftilesCeramic0037_1_S,0,1,200,8,16,1,128,129,tw,1,cin,208210.4616,57,3,0.84761377,NaN,NaN
powerspec,FoodVarious0001_1_S,1,1,200,3,1,17,129,72,tw,1,cin,208210.4616,58,2,0.903132485,NaN,NaN
PS,Gravel0097_1_S,0,2,200,1,1,4,129,70,tw,1,cin,208210.4616,59,1,0.66702813,NaN,NaN
conv5,Scrapyard0033_1_S,0,3,200,7,1,70,129,95,tw,1,cin,208210.4616,60,2,0.835544275,NaN,NaN
conv5,Carpet0047_1_S,1,2,200,6,1,64,129,104,tw,1,cin,208210.4616,61,1,0.85980796,NaN,NaN
powerspec,FoodVarious0001_1_S,1,2,200,1,1,32,129,112,tw,1,cin,208210.4616,62,2,0.9756076,NaN,NaN
PS,GrassDead0131_1_S,1,2,200,7,1,12,129,94,tw,1,cin,208210.4616,63,3,0.743849545,NaN,NaN
conv5,Carpet0047_1_S,1,3,200,2,19,1,4,129,tw,1,cin,208210.4616,64,3,0.671410965,NaN,NaN
conv5,FlowerBeds0044_1_S,1,3,200,10,72,1,61,129,tw,1,cin,208210.4616,65,1,0.959148495,NaN,NaN
PS,Gravel0097_1_S,0,3,200,10,39,1,80,129,tw,1,cin,208210.4616,66,3,0.76084078,NaN,NaN
conv5,BrickRound0043_1_S,0,1,200,4,108,1,31,129,tw,1,cin,208210.4616,67,3,0.728017665,NaN,NaN
PS,Crackles0004_1_S,0,1,200,2,5,1,68,129,tw,1,cin,208210.4616,68,3,0.90925331,NaN,NaN
powerspec,Carpet0047_1_S,1,1,200,8,127,1,104,129,tw,1,cin,208210.4616,69,1,0.74942106,NaN,NaN
powerspec,FoodVarious0001_1_S,1,3,200,2,1,83,129,98,tw,1,cin,208210.4616,70,2,0.753106,NaN,NaN
conv5,MetalFloorsBare0024_1_S,1,2,200,9,1,93,129,58,tw,1,cin,208210.4616,71,1,0.97638761,NaN,NaN
PS,Scrapyard0033_1_S,0,2,200,2,15,1,3,129,tw,1,cin,208210.4616,72,2,0.83977651,NaN,NaN
powerspec,Carpet0047_1_S,1,3,200,3,86,1,61,129,tw,1,cin,208210.4616,73,1,0.8621058,NaN,NaN
PS,RooftilesCeramic0037_1_S,1,3,200,4,1,32,129,93,tw,1,cin,208210.4616,74,1,0.803128465,NaN,NaN
PS,Vegetables0024_1_S,0,2,200,9,103,1,67,129,tw,1,cin,208210.4616,75,3,0.796389735,NaN,NaN
PS,BrickRound0043_1_S,0,3,200,9,1,25,129,10,tw,1,cin,208210.4616,76,3,0.79963938,NaN,NaN
conv5,PaperCrumpled0004_1_S,0,1,200,3,99,1,37,129,tw,1,cin,208210.4616,77,3,0.932635445,NaN,NaN
powerspec,FlowerBeds0044_1_S,1,3,200,2,1,96,129,116,tw,1,cin,208210.4616,78,1,0.89595703,NaN,NaN
conv5,Carpet0047_1_S,1,1,200,4,99,1,121,129,tw,1,cin,208210.4616,79,2,0.943229865,NaN,NaN
powerspec,BrickRound0043_1_S,0,1,200,9,70,1,69,129,tw,1,cin,208210.4616,80,3,0.71612982,NaN,NaN
PS,Gravel0097_1_S,0,1,200,7,1,105,129,120,tw,1,cin,208210.4616,81,1,0.79890426,NaN,NaN
PS,MetalFloorsBare0024_1_S,1,1,200,5,1,61,129,125,tw,1,cin,208210.4616,82,3,0.92498041,NaN,NaN
PS,Carpet0047_1_S,0,2,200,4,1,16,129,1,tw,1,cin,208210.4616,83,2,0.726974735,NaN,NaN
powerspec,Crackles0004_1_S,1,3,200,5,1,50,129,35,tw,1,cin,208210.4616,84,1,0.87240171,NaN,NaN
conv5,FoodVarious0001_1_S,0,3,200,9,1,41,129,23,tw,1,cin,208210.4616,85,3,1.080677945,NaN,NaN
powerspec,Vegetables0024_1_S,1,1,200,7,1,37,129,90,tw,1,cin,208210.4616,86,3,0.873993085,NaN,NaN
powerspec,Crackles0004_1_S,1,3,200,8,1,44,129,22,tw,1,cin,208210.4616,87,3,0.922279935,NaN,NaN
