image_model,im_code,oddball,target_loc,ms_stim,synth_num,crop_x,crop_y,crop_x_2,crop_y_2,subj,session,test_location,rand_seed,trial,response,rt,eye_valid,prop_eye_valid
PS,PaperCrumpled0004_1_S,1,2,2000,1,1,114,129,118,cf,4,cin,210815.9669,1,2,2.36631293999744,NaN,NaN
PS,Crackles0004_1_S,0,1,2000,1,42,1,103,129,cf,4,cin,210815.9669,2,2,2.41256461000012,NaN,NaN
powerspec,Scrapyard0033_1_S,0,1,2000,10,68,1,31,129,cf,4,cin,210815.9669,3,3,2.41452728500008,NaN,NaN
powerspec,BrickRound0043_1_S,0,3,2000,3,1,30,129,49,cf,4,cin,210815.9669,4,2,2.41370905999793,NaN,NaN
powerspec,PaperCrumpled0004_1_S,1,3,2000,9,66,1,18,129,cf,4,cin,210815.9669,5,2,2.50194885000019,NaN,NaN
conv5,Crackles0004_1_S,0,2,2000,9,5,1,110,129,cf,4,cin,210815.9669,6,2,2.55290074000004,NaN,NaN
conv5,MetalFloorsBare0024_1_S,1,3,2000,7,1,109,129,29,cf,4,cin,210815.9669,7,3,2.40628057499998,NaN,NaN
PS,FlowerBeds0044_1_S,0,1,2000,9,85,1,108,129,cf,4,cin,210815.9669,8,1,2.51549978999901,NaN,NaN
conv5,Vegetables0024_1_S,0,1,2000,10,51,1,128,129,cf,4,cin,210815.9669,9,2,2.477773265,NaN,NaN
PS,BrickRound0043_1_S,0,1,2000,2,1,106,129,65,cf,4,cin,210815.9669,10,1,2.44907782999871,NaN,NaN
powerspec,Crackles0004_1_S,0,1,2000,2,1,114,129,70,cf,4,cin,210815.9669,11,2,2.56211947499833,NaN,NaN
conv5,Scrapyard0033_1_S,0,2,2000,4,33,1,84,129,cf,4,cin,210815.9669,12,1,2.66727642999831,NaN,NaN
powerspec,BrickRound0043_1_S,0,1,2000,6,1,38,129,6,cf,4,cin,210815.9669,13,1,2.489756914998,NaN,NaN
PS,FoodVarious0001_1_S,1,2,2000,6,1,23,129,22,cf,4,cin,210815.9669,14,2,2.38736829499976,NaN,NaN
PS,PaperCrumpled0004_1_S,1,2,2000,9,117,1,40,129,cf,4,cin,210815.9669,15,2,2.40046905000054,NaN,NaN
powerspec,FlowerBeds0044_1_S,0,2,2000,9,1,59,129,33,cf,4,cin,210815.9669,16,2,2.41829046999919,NaN,NaN
PS,Carpet0047_1_S,1,3,2000,7,46,1,13,129,cf,4,cin,210815.9669,17,3,2.46846595499665,NaN,NaN
conv5,FoodVarious0001_1_S,1,1,2000,5,1,44,129,26,cf,4,cin,210815.9669,18,1,2.50601916999949,NaN,NaN
conv5,FlowerBeds0044_1_S,0,2,2000,1,1,51,129,3,cf,4,cin,210815.9669,19,3,2.81924943999911,NaN,NaN
PS,Carpet0047_1_S,1,3,2000,9,1,82,129,111,cf,4,cin,210815.9669,20,3,2.45305770499908,NaN,NaN
PS,GrassDead0131_1_S,0,3,2000,9,1,128,129,39,cf,4,cin,210815.9669,21,3,2.42195442499724,NaN,NaN
powerspec,Gravel0097_1_S,1,1,2000,3,1,5,129,18,cf,4,cin,210815.9669,22,3,2.52047994500026,NaN,NaN
powerspec,Crackles0004_1_S,0,3,2000,4,30,1,110,129,cf,4,cin,210815.9669,23,1,2.58098605499981,NaN,NaN
conv5,GrassDead0131_1_S,0,1,2000,8,1,54,129,32,cf,4,cin,210815.9669,24,2,2.45597016999818,NaN,NaN
PS,BrickRound0043_1_S,1,1,2000,1,1,59,129,78,cf,4,cin,210815.9669,25,1,2.76764906999961,NaN,NaN
conv5,MetalFloorsBare0024_1_S,0,3,2000,1,40,1,47,129,cf,4,cin,210815.9669,26,3,2.51808276999873,NaN,NaN
conv5,Gravel0097_1_S,0,1,2000,9,80,1,88,129,cf,4,cin,210815.9669,27,3,2.87383594999847,NaN,NaN
PS,FlowerBeds0044_1_S,1,3,2000,8,1,18,129,58,cf,4,cin,210815.9669,28,3,2.556224259999,NaN,NaN
PS,RooftilesCeramic0037_1_S,0,1,2000,7,89,1,78,129,cf,4,cin,210815.9669,29,1,2.49108465499739,NaN,NaN
conv5,Carpet0047_1_S,0,3,2000,4,1,64,129,108,cf,4,cin,210815.9669,30,3,2.68727485499767,NaN,NaN
conv5,Vegetables0024_1_S,0,1,2000,10,1,82,129,83,cf,4,cin,210815.9669,31,2,2.78715220500089,NaN,NaN
PS,FoodVarious0001_1_S,1,2,2000,7,1,9,129,18,cf,4,cin,210815.9669,32,2,2.41416931500135,NaN,NaN
conv5,Gravel0097_1_S,1,2,2000,2,1,8,129,56,cf,4,cin,210815.9669,33,1,2.54631571999926,NaN,NaN
conv5,Vegetables0024_1_S,0,3,2000,9,105,1,98,129,cf,4,cin,210815.9669,34,3,2.50390115499613,NaN,NaN
PS,FoodVarious0001_1_S,1,2,2000,4,1,17,129,77,cf,4,cin,210815.9669,35,2,2.55499672499718,NaN,NaN
conv5,Crackles0004_1_S,1,1,2000,6,1,33,129,17,cf,4,cin,210815.9669,36,2,2.67002936499921,NaN,NaN
PS,FlowerBeds0044_1_S,0,3,2000,5,1,17,129,104,cf,4,cin,210815.9669,37,3,2.4650497549992,NaN,NaN
powerspec,Carpet0047_1_S,0,3,2000,1,65,1,42,129,cf,4,cin,210815.9669,38,1,2.62573120500019,NaN,NaN
conv5,Crackles0004_1_S,0,3,2000,7,20,1,29,129,cf,4,cin,210815.9669,39,2,2.57079727000018,NaN,NaN
powerspec,MetalFloorsBare0024_1_S,0,3,2000,8,1,15,129,68,cf,4,cin,210815.9669,40,1,2.48919825999837,NaN,NaN
powerspec,Gravel0097_1_S,0,3,2000,5,1,101,129,114,cf,4,cin,210815.9669,41,1,2.68160381999769,NaN,NaN
powerspec,FlowerBeds0044_1_S,1,2,2000,5,1,115,129,13,cf,4,cin,210815.9669,42,3,0,NaN,NaN
conv5,BrickRound0043_1_S,0,2,2000,4,39,1,93,129,cf,4,cin,210815.9669,43,3,2.4058736549996,NaN,NaN
powerspec,Vegetables0024_1_S,1,3,2000,9,1,50,129,3,cf,4,cin,210815.9669,44,2,2.38738740999906,NaN,NaN
PS,FoodVarious0001_1_S,1,3,2000,8,1,66,129,15,cf,4,cin,210815.9669,45,3,2.51094032999754,NaN,NaN
powerspec,MetalFloorsBare0024_1_S,0,1,2000,7,1,119,129,60,cf,4,cin,210815.9669,46,3,2.5338359549969,NaN,NaN
powerspec,Gravel0097_1_S,1,2,2000,5,1,14,129,102,cf,4,cin,210815.9669,47,1,2.48907790999874,NaN,NaN
conv5,Carpet0047_1_S,0,1,2000,5,120,1,128,129,cf,4,cin,210815.9669,48,1,2.57509126999867,NaN,NaN
PS,FoodVarious0001_1_S,0,2,2000,5,124,1,86,129,cf,4,cin,210815.9669,49,2,2.40183300499848,NaN,NaN
PS,Crackles0004_1_S,0,2,2000,4,1,116,129,71,cf,4,cin,210815.9669,50,2,2.46207065999624,NaN,NaN
PS,Scrapyard0033_1_S,1,2,2000,5,78,1,82,129,cf,4,cin,210815.9669,51,2,2.44592668499899,NaN,NaN
powerspec,FoodVarious0001_1_S,0,1,2000,5,95,1,102,129,cf,4,cin,210815.9669,52,1,2.47503933999906,NaN,NaN
powerspec,GrassDead0131_1_S,1,2,2000,4,115,1,11,129,cf,4,cin,210815.9669,53,2,2.56024846999935,NaN,NaN
powerspec,PaperCrumpled0004_1_S,0,1,2000,8,49,1,83,129,cf,4,cin,210815.9669,54,1,2.45065599499867,NaN,NaN
PS,MetalFloorsBare0024_1_S,1,3,2000,2,61,1,109,129,cf,4,cin,210815.9669,55,3,2.5404932249985,NaN,NaN
PS,RooftilesCeramic0037_1_S,0,1,2000,1,112,1,123,129,cf,4,cin,210815.9669,56,1,2.36485232999985,NaN,NaN
powerspec,Crackles0004_1_S,0,1,2000,3,1,20,129,76,cf,4,cin,210815.9669,57,2,2.33209557499868,NaN,NaN
PS,Gravel0097_1_S,1,2,2000,5,1,58,129,44,cf,4,cin,210815.9669,58,2,2.44439049499852,NaN,NaN
PS,PaperCrumpled0004_1_S,0,3,2000,7,70,1,120,129,cf,4,cin,210815.9669,59,2,2.41482517999975,NaN,NaN
PS,FlowerBeds0044_1_S,1,1,2000,3,1,102,129,14,cf,4,cin,210815.9669,60,1,2.48295575500015,NaN,NaN
powerspec,MetalFloorsBare0024_1_S,1,3,2000,5,1,64,129,73,cf,4,cin,210815.9669,61,1,2.70678406500156,NaN,NaN
PS,FoodVarious0001_1_S,0,1,2000,3,1,78,129,118,cf,4,cin,210815.9669,62,1,2.48882774999947,NaN,NaN
PS,Carpet0047_1_S,0,1,2000,7,71,1,94,129,cf,4,cin,210815.9669,63,2,2.37712711000131,NaN,NaN
PS,Gravel0097_1_S,0,1,2000,1,106,1,77,129,cf,4,cin,210815.9669,64,1,2.44913815499967,NaN,NaN
PS,BrickRound0043_1_S,1,1,2000,9,1,78,129,128,cf,4,cin,210815.9669,65,1,2.39915438499884,NaN,NaN
