image_model,im_code,oddball,target_loc,ms_stim,synth_num,crop_x,crop_y,crop_x_2,crop_y_2,subj,session,test_location,rand_seed,trial,response,rt,eye_valid,prop_eye_valid
powerspec,FlowerBeds0044_1_S,1,1,200,3,88,1,11,129,cf,2,cin,211544.9041,1,3,0.730287829997906,NaN,NaN
conv5,Gravel0097_1_S,0,3,200,6,51,1,32,129,cf,2,cin,211544.9041,2,3,1.16718992999995,NaN,NaN
powerspec,Vegetables0024_1_S,0,2,200,2,1,19,129,74,cf,2,cin,211544.9041,3,2,0.837713064998752,NaN,NaN
PS,RooftilesCeramic0037_1_S,1,3,200,2,1,60,129,44,cf,2,cin,211544.9041,4,2,0.790868439997212,NaN,NaN
conv5,Scrapyard0033_1_S,0,1,200,9,1,34,129,89,cf,2,cin,211544.9041,5,3,0.657600380000076,NaN,NaN
powerspec,Carpet0047_1_S,0,3,200,4,1,97,129,118,cf,2,cin,211544.9041,6,3,0.595817749999696,NaN,NaN
powerspec,FoodVarious0001_1_S,1,2,200,4,1,57,129,37,cf,2,cin,211544.9041,7,1,0.586047785000119,NaN,NaN
powerspec,Gravel0097_1_S,0,3,200,7,12,1,73,129,cf,2,cin,211544.9041,8,3,0.522722094998244,NaN,NaN
powerspec,Vegetables0024_1_S,1,2,200,7,60,1,48,129,cf,2,cin,211544.9041,9,1,0.791205919998902,NaN,NaN
PS,Crackles0004_1_S,0,2,200,1,37,1,7,129,cf,2,cin,211544.9041,10,3,0.603028139999878,NaN,NaN
conv5,GrassDead0131_1_S,1,2,200,1,60,1,25,129,cf,2,cin,211544.9041,11,1,0.577810854998461,NaN,NaN
conv5,MetalFloorsBare0024_1_S,1,3,200,7,103,1,84,129,cf,2,cin,211544.9041,12,3,0.54444876999878,NaN,NaN
PS,FoodVarious0001_1_S,1,2,200,4,1,92,129,22,cf,2,cin,211544.9041,13,2,0.783770974998333,NaN,NaN
PS,Scrapyard0033_1_S,0,3,200,7,114,1,33,129,cf,2,cin,211544.9041,14,1,0.738053074997879,NaN,NaN
powerspec,PaperCrumpled0004_1_S,0,2,200,6,56,1,14,129,cf,2,cin,211544.9041,15,1,0.965907914998752,NaN,NaN
PS,RooftilesCeramic0037_1_S,1,3,200,10,103,1,10,129,cf,2,cin,211544.9041,16,2,0.843039404999217,NaN,NaN
conv5,BrickRound0043_1_S,0,3,200,4,119,1,30,129,cf,2,cin,211544.9041,17,3,0.741359249999732,NaN,NaN
powerspec,FoodVarious0001_1_S,0,2,200,4,1,45,129,65,cf,2,cin,211544.9041,18,2,0.985050364999552,NaN,NaN
powerspec,Scrapyard0033_1_S,0,2,200,4,127,1,17,129,cf,2,cin,211544.9041,19,1,0.60617661499964,NaN,NaN
PS,Vegetables0024_1_S,0,2,200,5,1,127,129,50,cf,2,cin,211544.9041,20,1,0.774396444998274,NaN,NaN
powerspec,FoodVarious0001_1_S,0,3,200,6,78,1,12,129,cf,2,cin,211544.9041,21,1,0.771562799998719,NaN,NaN
conv5,GrassDead0131_1_S,0,2,200,3,1,74,129,122,cf,2,cin,211544.9041,22,2,0.769970144998297,NaN,NaN
PS,RooftilesCeramic0037_1_S,1,3,200,8,36,1,43,129,cf,2,cin,211544.9041,23,2,0.788098414999695,NaN,NaN
conv5,Scrapyard0033_1_S,0,3,200,6,7,1,60,129,cf,2,cin,211544.9041,24,3,0.733932134999122,NaN,NaN
conv5,GrassDead0131_1_S,1,1,200,6,33,1,73,129,cf,2,cin,211544.9041,25,3,0.659097084999303,NaN,NaN
PS,FlowerBeds0044_1_S,0,2,200,8,1,96,129,52,cf,2,cin,211544.9041,26,1,0.691162844997962,NaN,NaN
powerspec,Scrapyard0033_1_S,0,2,200,2,124,1,87,129,cf,2,cin,211544.9041,27,3,0.641036484999859,NaN,NaN
conv5,GrassDead0131_1_S,0,2,200,7,46,1,93,129,cf,2,cin,211544.9041,28,2,0.765830619999178,NaN,NaN
PS,FlowerBeds0044_1_S,1,3,200,7,1,91,129,119,cf,2,cin,211544.9041,29,2,0.945764224998129,NaN,NaN
conv5,BrickRound0043_1_S,0,2,200,3,1,92,129,45,cf,2,cin,211544.9041,30,1,0.752395424999122,NaN,NaN
PS,PaperCrumpled0004_1_S,1,3,200,4,1,8,129,92,cf,2,cin,211544.9041,31,3,0.705967619998773,NaN,NaN
powerspec,Crackles0004_1_S,1,3,200,7,1,71,129,18,cf,2,cin,211544.9041,32,1,0.562338879997696,NaN,NaN
PS,MetalFloorsBare0024_1_S,0,2,200,5,81,1,13,129,cf,2,cin,211544.9041,33,1,0.762002424999082,NaN,NaN
conv5,FlowerBeds0044_1_S,1,1,200,3,1,85,129,14,cf,2,cin,211544.9041,34,2,0.666359995000676,NaN,NaN
powerspec,RooftilesCeramic0037_1_S,1,2,200,4,29,1,90,129,cf,2,cin,211544.9041,35,2,0.704930464999052,NaN,NaN
conv5,Carpet0047_1_S,1,1,200,9,1,106,129,111,cf,2,cin,211544.9041,36,2,0.89702706999924,NaN,NaN
powerspec,MetalFloorsBare0024_1_S,1,3,200,5,108,1,53,129,cf,2,cin,211544.9041,37,2,0.82136170999911,NaN,NaN
PS,BrickRound0043_1_S,0,2,200,10,1,59,129,23,cf,2,cin,211544.9041,38,1,0.691716934998112,NaN,NaN
powerspec,PaperCrumpled0004_1_S,0,2,200,2,71,1,40,129,cf,2,cin,211544.9041,39,1,0.745655134998742,NaN,NaN
conv5,Carpet0047_1_S,1,3,200,1,1,127,129,64,cf,2,cin,211544.9041,40,2,0.803212844997688,NaN,NaN
powerspec,GrassDead0131_1_S,1,1,200,2,25,1,27,129,cf,2,cin,211544.9041,41,2,0.91139123999892,NaN,NaN
conv5,Gravel0097_1_S,0,1,200,6,1,36,129,88,cf,2,cin,211544.9041,42,1,0.702356394998787,NaN,NaN
conv5,FoodVarious0001_1_S,1,2,200,3,1,39,129,51,cf,2,cin,211544.9041,43,3,0.879252654998709,NaN,NaN
PS,BrickRound0043_1_S,0,1,200,4,116,1,36,129,cf,2,cin,211544.9041,44,2,0.756512184998428,NaN,NaN
powerspec,FlowerBeds0044_1_S,0,2,200,9,37,1,121,129,cf,2,cin,211544.9041,45,1,0.634123619998718,NaN,NaN
conv5,Vegetables0024_1_S,1,3,200,9,1,98,129,112,cf,2,cin,211544.9041,46,2,0.890878885000348,NaN,NaN
powerspec,MetalFloorsBare0024_1_S,1,1,200,8,1,42,129,128,cf,2,cin,211544.9041,47,2,0.743185804998575,NaN,NaN
PS,FoodVarious0001_1_S,1,3,200,8,1,71,129,117,cf,2,cin,211544.9041,48,1,0.739193884999622,NaN,NaN
powerspec,Carpet0047_1_S,1,1,200,10,1,49,129,42,cf,2,cin,211544.9041,49,2,0.666632529999333,NaN,NaN
powerspec,BrickRound0043_1_S,1,2,200,3,79,1,111,129,cf,2,cin,211544.9041,50,3,0.678942494996591,NaN,NaN
powerspec,RooftilesCeramic0037_1_S,1,2,200,4,82,1,6,129,cf,2,cin,211544.9041,51,3,0.838584589997481,NaN,NaN
powerspec,Crackles0004_1_S,1,1,200,1,20,1,44,129,cf,2,cin,211544.9041,52,1,0.745052999998734,NaN,NaN
powerspec,GrassDead0131_1_S,0,1,200,1,61,1,96,129,cf,2,cin,211544.9041,53,2,0.684268689998135,NaN,NaN
