image_model,im_code,oddball,target_loc,ms_stim,synth_num,crop_x,crop_y,crop_x_2,crop_y_2,subj,session,test_location,rand_seed,trial,response,rt,eye_valid,prop_eye_valid
powerspec,Carpet0047_1_S,0,3,2000,9,65,1,34,129,tw,2,cin,207805.9768,1,1,2.20881965999979,NaN,NaN
PS,Crackles0004_1_S,1,2,2000,1,1,41,129,60,tw,2,cin,207805.9768,2,2,2.32280081499994,NaN,NaN
PS,Gravel0097_1_S,1,1,2000,9,1,26,129,123,tw,2,cin,207805.9768,3,3,2.30023661999985,NaN,NaN
powerspec,MetalFloorsBare0024_1_S,1,1,2000,7,33,1,98,129,tw,2,cin,207805.9768,4,1,2.25530557499769,NaN,NaN
powerspec,BrickRound0043_1_S,0,1,2000,7,59,1,77,129,tw,2,cin,207805.9768,5,2,2.56081576999895,NaN,NaN
conv5,Gravel0097_1_S,0,2,2000,5,1,24,129,10,tw,2,cin,207805.9768,6,3,2.51771034999911,NaN,NaN
conv5,FoodVarious0001_1_S,0,2,2000,8,1,71,129,30,tw,2,cin,207805.9768,7,2,2.34110333999888,NaN,NaN
powerspec,Carpet0047_1_S,1,2,2000,4,1,59,129,33,tw,2,cin,207805.9768,8,2,2.59402006500022,NaN,NaN
conv5,MetalFloorsBare0024_1_S,1,1,2000,4,1,9,129,41,tw,2,cin,207805.9768,9,1,2.07426536999992,NaN,NaN
PS,Scrapyard0033_1_S,0,2,2000,7,93,1,121,129,tw,2,cin,207805.9768,10,2,2.32274893999966,NaN,NaN
PS,Gravel0097_1_S,1,3,2000,10,1,48,129,39,tw,2,cin,207805.9768,11,3,2.6857644899992,NaN,NaN
PS,MetalFloorsBare0024_1_S,0,2,2000,9,38,1,39,129,tw,2,cin,207805.9768,12,2,2.09606506999808,NaN,NaN
PS,Crackles0004_1_S,0,2,2000,5,1,128,129,95,tw,2,cin,207805.9768,13,2,2.7367057499996,NaN,NaN
PS,RooftilesCeramic0037_1_S,0,3,2000,5,1,48,129,122,tw,2,cin,207805.9768,14,3,2.29564062999816,NaN,NaN
conv5,FoodVarious0001_1_S,1,1,2000,2,1,50,129,89,tw,2,cin,207805.9768,15,1,2.50750440499905,NaN,NaN
conv5,PaperCrumpled0004_1_S,1,1,2000,4,1,67,129,52,tw,2,cin,207805.9768,16,3,2.54171332499754,NaN,NaN
conv5,FlowerBeds0044_1_S,0,2,2000,3,57,1,33,129,tw,2,cin,207805.9768,17,2,2.64079487999879,NaN,NaN
conv5,Scrapyard0033_1_S,1,1,2000,7,1,106,129,16,tw,2,cin,207805.9768,18,1,2.48385484499886,NaN,NaN
conv5,GrassDead0131_1_S,0,3,2000,6,82,1,91,129,tw,2,cin,207805.9768,19,3,2.59945765499833,NaN,NaN
PS,MetalFloorsBare0024_1_S,1,1,2000,1,1,35,129,84,tw,2,cin,207805.9768,20,1,2.35083657999894,NaN,NaN
powerspec,BrickRound0043_1_S,0,2,2000,1,1,67,129,122,tw,2,cin,207805.9768,21,1,2.51998544499838,NaN,NaN
conv5,FlowerBeds0044_1_S,0,2,2000,3,34,1,97,129,tw,2,cin,207805.9768,22,1,2.53758696499972,NaN,NaN
powerspec,Vegetables0024_1_S,0,1,2000,7,115,1,93,129,tw,2,cin,207805.9768,23,3,2.61460826499933,NaN,NaN
powerspec,PaperCrumpled0004_1_S,0,3,2000,3,81,1,64,129,tw,2,cin,207805.9768,24,3,2.69462761999966,NaN,NaN
conv5,Scrapyard0033_1_S,0,3,2000,10,89,1,63,129,tw,2,cin,207805.9768,25,1,2.66583427499972,NaN,NaN
powerspec,MetalFloorsBare0024_1_S,0,3,2000,9,6,1,43,129,tw,2,cin,207805.9768,26,3,2.71666389499842,NaN,NaN
