image_model,im_code,oddball,target_loc,ms_stim,synth_num,crop_x,crop_y,crop_x_2,crop_y_2,subj,session,test_location,rand_seed,trial,response,rt,eye_valid,prop_eye_valid
powerspec,FlowerBeds0044_1_S,1,1,200,2,94,1,65,129,S2,2,cin,213017.6376,1,1,1.05694092499971,NaN,NaN
powerspec,Scrapyard0033_1_S,1,1,200,8,1,32,129,97,S2,2,cin,213017.6376,2,1,1.02912687999969,NaN,NaN
PS,Carpet0047_1_S,1,1,200,5,1,112,129,123,S2,2,cin,213017.6376,3,1,0,NaN,NaN
powerspec,Gravel0097_1_S,0,2,200,2,1,50,129,118,S2,2,cin,213017.6376,4,1,0,NaN,NaN
PS,MetalFloorsBare0024_1_S,1,2,200,8,92,1,10,129,S2,2,cin,213017.6376,5,2,1.09453871999995,NaN,NaN
PS,Crackles0004_1_S,0,1,200,9,1,56,129,87,S2,2,cin,213017.6376,6,2,1.26927146999969,NaN,NaN
PS,PaperCrumpled0004_1_S,1,1,200,1,1,128,129,76,S2,2,cin,213017.6376,7,na,NaN,NaN,NaN
PS,BrickRound0043_1_S,0,1,200,10,90,1,92,129,S2,2,cin,213017.6376,8,3,1.21136520499977,NaN,NaN
conv5,FoodVarious0001_1_S,1,1,200,8,64,1,115,129,S2,2,cin,213017.6376,9,1,0,NaN,NaN
powerspec,Scrapyard0033_1_S,0,1,200,3,1,105,129,62,S2,2,cin,213017.6376,10,1,0.954528299999765,NaN,NaN
powerspec,Vegetables0024_1_S,0,3,200,1,1,7,129,119,S2,2,cin,213017.6376,11,1,1.14722065999968,NaN,NaN
conv5,Carpet0047_1_S,0,1,200,6,1,71,129,65,S2,2,cin,213017.6376,12,1,0,NaN,NaN
powerspec,PaperCrumpled0004_1_S,1,2,200,3,1,114,129,60,S2,2,cin,213017.6376,13,2,0,NaN,NaN
conv5,Vegetables0024_1_S,0,1,200,10,1,7,129,104,S2,2,cin,213017.6376,14,2,0,NaN,NaN
PS,Crackles0004_1_S,0,2,200,9,1,61,129,38,S2,2,cin,213017.6376,15,3,1.23041396999952,NaN,NaN
conv5,BrickRound0043_1_S,0,1,200,1,6,1,55,129,S2,2,cin,213017.6376,16,1,1.0363513049997,NaN,NaN
