image_model,im_code,oddball,target_loc,ms_stim,synth_num,crop_x,crop_y,crop_x_2,crop_y_2,subj,session,test_location,rand_seed,trial,response,rt,eye_valid,prop_eye_valid
powerspec,Carpet0047_1_S,1,1,2000,6,108,1,116,129,S2,4,cin,210345.193,1,3,1.91590369999903,NaN,NaN
conv5,MetalFloorsBare0024_1_S,0,3,2000,10,1,44,129,11,S2,4,cin,210345.193,2,3,2.59505360499952,NaN,NaN
conv5,BrickRound0043_1_S,0,2,2000,4,86,1,103,129,S2,4,cin,210345.193,3,3,2.5400706449991,NaN,NaN
powerspec,PaperCrumpled0004_1_S,1,2,2000,2,50,1,6,129,S2,4,cin,210345.193,4,2,2.63572719999956,NaN,NaN
conv5,Vegetables0024_1_S,0,3,2000,6,1,5,129,86,S2,4,cin,210345.193,5,1,2.24761306500022,NaN,NaN
PS,BrickRound0043_1_S,1,3,2000,8,1,97,129,118,S2,4,cin,210345.193,6,3,2.39751302999957,NaN,NaN
powerspec,MetalFloorsBare0024_1_S,0,3,2000,1,1,22,129,126,S2,4,cin,210345.193,7,3,2.49814068999967,NaN,NaN
PS,GrassDead0131_1_S,0,2,2000,2,93,1,66,129,S2,4,cin,210345.193,8,3,2.70133780999913,NaN,NaN
PS,PaperCrumpled0004_1_S,0,3,2000,10,1,96,129,64,S2,4,cin,210345.193,9,2,2.61179641499984,NaN,NaN
conv5,Scrapyard0033_1_S,1,1,2000,7,79,1,10,129,S2,4,cin,210345.193,10,2,2.85979582499931,NaN,NaN
PS,RooftilesCeramic0037_1_S,1,3,2000,2,1,34,129,126,S2,4,cin,210345.193,11,3,2.59474303000025,NaN,NaN
conv5,PaperCrumpled0004_1_S,0,2,2000,9,89,1,35,129,S2,4,cin,210345.193,12,2,2.96989484499954,NaN,NaN
PS,Gravel0097_1_S,1,1,2000,2,1,1,9,129,S2,4,cin,210345.193,13,3,2.3897942249996,NaN,NaN
PS,Carpet0047_1_S,0,1,2000,4,1,66,129,126,S2,4,cin,210345.193,14,2,2.25157708999905,NaN,NaN
conv5,Vegetables0024_1_S,0,2,2000,6,52,1,75,129,S2,4,cin,210345.193,15,2,2.79413506499895,NaN,NaN
PS,Scrapyard0033_1_S,0,3,2000,4,1,124,129,16,S2,4,cin,210345.193,16,2,2.85540755999955,NaN,NaN
powerspec,FlowerBeds0044_1_S,1,2,2000,4,25,1,108,129,S2,4,cin,210345.193,17,1,0,NaN,NaN
powerspec,Vegetables0024_1_S,1,2,2000,5,1,70,129,123,S2,4,cin,210345.193,18,2,2.59591779999937,NaN,NaN
conv5,BrickRound0043_1_S,0,2,2000,4,1,69,129,35,S2,4,cin,210345.193,19,3,1.95097080499909,NaN,NaN
PS,MetalFloorsBare0024_1_S,1,2,2000,7,31,1,103,129,S2,4,cin,210345.193,20,2,1.78248611500021,NaN,NaN
PS,GrassDead0131_1_S,1,1,2000,2,1,114,129,119,S2,4,cin,210345.193,21,1,2.18894355500015,NaN,NaN
