image_model,im_code,oddball,target_loc,ms_stim,synth_num,crop_x,crop_y,crop_x_2,crop_y_2,subj,session,test_location,rand_seed,trial,response,rt,eye_valid,prop_eye_valid
PS,BrickRound0043_1_S,0,3,2000,1,41,1,114,129,tw,4,cin,210891.6261,1,3,2.1017541199999,NaN,NaN
powerspec,Scrapyard0033_1_S,0,2,2000,8,50,1,66,129,tw,4,cin,210891.6261,2,2,2.5352383599984,NaN,NaN
PS,Carpet0047_1_S,1,2,2000,1,25,1,58,129,tw,4,cin,210891.6261,3,3,2.32538513500003,NaN,NaN
PS,Vegetables0024_1_S,1,2,2000,1,28,1,69,129,tw,4,cin,210891.6261,4,2,2.03432385999986,NaN,NaN
PS,Crackles0004_1_S,0,2,2000,4,56,1,87,129,tw,4,cin,210891.6261,5,2,2.34029247999933,NaN,NaN
conv5,RooftilesCeramic0037_1_S,1,3,2000,1,12,1,2,129,tw,4,cin,210891.6261,6,3,2.16884016999938,NaN,NaN
powerspec,Carpet0047_1_S,1,3,2000,6,1,68,129,110,tw,4,cin,210891.6261,7,3,2.56460451000021,NaN,NaN
PS,MetalFloorsBare0024_1_S,0,1,2000,10,1,82,129,32,tw,4,cin,210891.6261,8,1,2.47922014499818,NaN,NaN
conv5,BrickRound0043_1_S,1,1,2000,3,1,113,129,63,tw,4,cin,210891.6261,9,3,2.40746776500055,NaN,NaN
powerspec,Vegetables0024_1_S,0,2,2000,2,19,1,19,129,tw,4,cin,210891.6261,10,1,2.41341910499978,NaN,NaN
conv5,FlowerBeds0044_1_S,0,2,2000,9,1,71,129,37,tw,4,cin,210891.6261,11,1,2.50301360499907,NaN,NaN
powerspec,BrickRound0043_1_S,1,3,2000,1,66,1,64,129,tw,4,cin,210891.6261,12,2,2.32500736499969,NaN,NaN
PS,Carpet0047_1_S,1,2,2000,3,17,1,111,129,tw,4,cin,210891.6261,13,2,2.5946940699996,NaN,NaN
conv5,MetalFloorsBare0024_1_S,0,1,2000,6,1,18,129,70,tw,4,cin,210891.6261,14,1,2.32814344500002,NaN,NaN
PS,FoodVarious0001_1_S,1,1,2000,7,1,120,129,116,tw,4,cin,210891.6261,15,1,2.24980957499974,NaN,NaN
powerspec,RooftilesCeramic0037_1_S,0,2,2000,5,117,1,97,129,tw,4,cin,210891.6261,16,1,2.27730517499913,NaN,NaN
PS,Carpet0047_1_S,1,1,2000,3,51,1,113,129,tw,4,cin,210891.6261,17,3,2.47700407999946,NaN,NaN
PS,FlowerBeds0044_1_S,0,2,2000,5,1,22,129,30,tw,4,cin,210891.6261,18,2,2.324790785,NaN,NaN
PS,Scrapyard0033_1_S,0,2,2000,3,1,103,129,59,tw,4,cin,210891.6261,19,2,2.44602757999928,NaN,NaN
PS,Crackles0004_1_S,1,2,2000,4,1,100,129,44,tw,4,cin,210891.6261,20,3,2.5437435849999,NaN,NaN
PS,RooftilesCeramic0037_1_S,0,1,2000,8,25,1,97,129,tw,4,cin,210891.6261,21,1,2.34716868499891,NaN,NaN
powerspec,MetalFloorsBare0024_1_S,0,1,2000,7,52,1,22,129,tw,4,cin,210891.6261,22,1,2.30387816499933,NaN,NaN
PS,Scrapyard0033_1_S,0,2,2000,10,1,4,129,18,tw,4,cin,210891.6261,23,2,2.33704160500019,NaN,NaN
PS,Vegetables0024_1_S,1,1,2000,9,66,1,94,129,tw,4,cin,210891.6261,24,1,2.33892192500025,NaN,NaN
powerspec,PaperCrumpled0004_1_S,1,2,2000,8,110,1,100,129,tw,4,cin,210891.6261,25,3,2.30871926500004,NaN,NaN
PS,RooftilesCeramic0037_1_S,1,3,2000,8,11,1,109,129,tw,4,cin,210891.6261,26,2,2.44217456999831,NaN,NaN
PS,FlowerBeds0044_1_S,1,1,2000,2,86,1,104,129,tw,4,cin,210891.6261,27,1,2.46995500499906,NaN,NaN
PS,Vegetables0024_1_S,1,1,2000,6,1,84,129,53,tw,4,cin,210891.6261,28,1,2.31268432499928,NaN,NaN
powerspec,Crackles0004_1_S,0,3,2000,10,1,126,129,75,tw,4,cin,210891.6261,29,3,2.634034839999,NaN,NaN
powerspec,Gravel0097_1_S,1,2,2000,2,23,1,3,129,tw,4,cin,210891.6261,30,3,2.36979353499919,NaN,NaN
conv5,FlowerBeds0044_1_S,0,2,2000,10,1,95,129,100,tw,4,cin,210891.6261,31,3,2.34914452999874,NaN,NaN
powerspec,PaperCrumpled0004_1_S,1,3,2000,6,1,42,129,66,tw,4,cin,210891.6261,32,3,2.41449156499948,NaN,NaN
conv5,GrassDead0131_1_S,1,1,2000,2,1,16,129,81,tw,4,cin,210891.6261,33,1,2.50655081499826,NaN,NaN
